Lead Score,Priority,Class Name,Category,Rating,Reviews,Mobile,WhatsApp,Website,Address,Taluka,District,Google Maps Name Link,Reason Why Good Client
90,HIGH PRIORITY,Rg Classes 11th 12th Commerce Classes,"Commerce Classes, CA, Tuition",5.0,112,8380885566,8380885566,,"Amrawati Tahsil, Amravati",,Amravati,"https://www.google.com/maps/place/RG Classes 11th 12th Commerce Classes , CA Classes Amravati/data=!4m7!3m6!1s0x3bd6a50121523205:0x4c4de5a799c9cdf7!8m2!3d20.9292155!4d77.7565492!16s/g/11h6g2c_7_!19sChIJBTJSIQGl1jsR983JmaflTUw",strong rating; 100+ reviews; no website; mobile/WhatsApp reachable; education keyword match
80,HIGH PRIORITY,Bhuyar Sir Educare,Tuition,4.9,134,9420123994,9420123994,,"Navsaari, Amravati",,Amravati,https://www.google.com/maps/place/Bhuyar Sir Educare/data=!4m7!3m6!1s0x3bd6bdc620bc1e93:0x80e0281b0b4f434f!8m2!3d20.9742868!4d77.7399714!16s/g/11n8sww8wg!19sChIJkx68IMa91jsRT0NPCxso4IA,strong rating; 100+ reviews; no website; mobile/WhatsApp reachable
90,HIGH PRIORITY,Ccit Banking Institute Amravati,"CET, Banking",4.9,294,7219596555,7219596555,,"Sharda Vihar, Amravati",,Amravati,https://www.google.com/maps/place/CCIT BANKING INSTITUTE AMRAVATI/data=!4m7!3m6!1s0x3bd6a58b6cef3419:0xf332a123c089bded!8m2!3d20.9185134!4d77.7539012!16s/g/11fhzzvclx!19sChIJGTTvbIul1jsR7b2JwCOhMvM,strong rating; 100+ reviews; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Excellence Institute,"IIT JEE, Banking, MPSC",4.9,11,8446438515,8446438515,,"Gadge Nagar, Amravati",Akot,Amravati,https://www.google.com/maps/place/Excellence Institute/data=!4m7!3m6!1s0x3bd6a3b7d7dba943:0x6eba5044121dada3!8m2!3d20.9509598!4d77.7630247!16s/g/11s11j6b7l!19sChIJQ6nb17ej1jsRo60dEkRQum4,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Excellent Commerce Academy,"Commerce Classes, Tuition",4.9,91,8975469169,8975469169,,"Kiran Nagar 1, Amravati",,Amravati,https://www.google.com/maps/place/EXCELLENT COMMERCE ACADEMY/data=!4m7!3m6!1s0x3bd6a5a5d51f81fb:0xb14075299e637fa2!8m2!3d20.9160631!4d77.7665848!16s/g/11rr9020tg!19sChIJ-4Ef1aWl1jsRon9jnil1QLE,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Gupta Sirs Shri Sai Commerce Classes,"Commerce Classes, Tuition",4.9,33,8149912550,8149912550,,"Gadge Nagar, Amravati",,Amravati,https://www.google.com/maps/place/Gupta Sirs Shri Sai Commerce Classes/data=!4m7!3m6!1s0x3bd6a367f2856e41:0x277b357cb467b792!8m2!3d20.9475047!4d77.7687575!16s/g/11f3jw4h07!19sChIJQW6F8mej1jsRkrdntHw1eyc,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Joshi Coaching Classes,Tuition,4.9,76,7588224447,7588224447,,"Rajapeth, Amravati",,Amravati,https://www.google.com/maps/place/Joshi Coaching Classes/data=!4m7!3m6!1s0x3bd6a5fb0d5f14a7:0x1490e30aab3671f!8m2!3d20.9216538!4d77.7535446!16s/g/11syr5r24j!19sChIJpxRfDful1jsRH2ezqjAOSQE,strong rating; no website; mobile/WhatsApp reachable; education keyword match
90,HIGH PRIORITY,One On One Share Market Training And Guidance Centre,Tuition,4.9,661,8983710731,8983710731,,"Rajkamal Square, Amravati",,Amravati,https://www.google.com/maps/place/One On One Share Market Training and Guidance Centre/data=!4m7!3m6!1s0x3bd6a58a0129c7f9:0x554aaceaf7ffc4a2!8m2!3d20.9265674!4d77.7532162!16s/g/11f5_l1z4r!19sChIJ-ccpAYql1jsRosT_9-qsSlU,strong rating; 100+ reviews; no website; mobile/WhatsApp reachable; possible multiple branches
80,HIGH PRIORITY,Swami Vivekanand Banking Tutorial,"Banking, Tuition",4.9,127,7776019183,7776019183,,"Gadge Nagar, Amravati",,Amravati,https://www.google.com/maps/place/Swami Vivekanand Banking Tutorial/data=!4m7!3m6!1s0x3bd6a39505728569:0x7492269c3c040922!8m2!3d20.9434609!4d77.7694216!16s/g/11f7bzjdy5!19sChIJaYVyBZWj1jsRIgkEPJwmknQ,strong rating; 100+ reviews; no website; mobile/WhatsApp reachable
90,HIGH PRIORITY,Ideal Coaching Classes,Tuition,4.8,252,9604334722,9604334722,,"Gadge Nagar, Amravati",,Amravati,https://www.google.com/maps/place/Ideal Coaching Classes/data=!4m7!3m6!1s0x3bd6a36771eaa7c1:0x44d069d9200b10b4!8m2!3d20.9452564!4d77.7693777!16s/g/11g9dj_p5h!19sChIJwafqcWej1jsRtBALINlp0EQ,strong rating; 100+ reviews; no website; mobile/WhatsApp reachable; education keyword match
80,HIGH PRIORITY,Awacademy,Tuition,4.7,572,8983315203,8983315203,,"Rathi Nagar, Amravati",,Amravati,https://www.google.com/maps/place/AWAcademy/data=!4m7!3m6!1s0x3bd6a342c373a49f:0x771934ee70000000!8m2!3d20.9496639!4d77.7669794!16s/g/11rdx1p4mv!19sChIJn6Rzw0Kj1jsRAAAAcO40GXc,strong rating; 100+ reviews; no website; mobile/WhatsApp reachable
90,HIGH PRIORITY,Resonance Academy,Tuition,4.7,193,7758816553,7758816553,,"Samata Colony, Amravati",,Amravati,https://www.google.com/maps/place/Resonance Academy/data=!4m7!3m6!1s0x3bd6a33869d29a19:0x5e572438813cff7e!8m2!3d20.9616985!4d77.758921!16s/g/12jlnxrvq!19sChIJGZrSaTij1jsRfv88gTgkV14,strong rating; 100+ reviews; no website; mobile/WhatsApp reachable; education keyword match
90,HIGH PRIORITY,Chanakya Academy Ajinkya Waghmare Sir,Tuition,4.6,120,9503333839,9503333839,,"Gadge Nagar, Amravati",,Amravati,https://www.google.com/maps/place/CHANAKYA ACADEMY-Ajinkya Waghmare Sir/data=!4m7!3m6!1s0x3bd6a34ce4e68769:0xe28e0fc3350a7ded!8m2!3d20.9512892!4d77.7671668!16s/g/11grbv7x95!19sChIJaYfm5Eyj1jsR7X0KNcMPjuI,strong rating; 100+ reviews; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Iin Ideal Institute Of NEET,"IIT JEE, NEET",4.6,20,7620599664,7620599664,,"Jyastambh Chowk, Amravati",,Amravati,https://www.google.com/maps/place/IIN Ideal Institute of NEET/data=!4m7!3m6!1s0x3bd6a53dbf372ea5:0xd8f927f0b99f0202!8m2!3d20.930639!4d77.7548938!16s/g/11sx4lyj58!19sChIJpS43vz2l1jsRAgKfufAn-dg,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Shri Sadguru Coaching Cbse Home Dna,IIT JEE,4.6,98,9822223182,9822223182,,"Gopal Nagar, Amravati",,Amravati,"https://www.google.com/maps/place/Shri Sadguru Coaching, CBSE HOME, DNA/data=!4m7!3m6!1s0x3bd6a4c6098844b7:0xb018d3c069f27b40!8m2!3d20.907129!4d77.7576789!16s/g/11c5rp6rnc!19sChIJt0SICcak1jsRQHvyacDTGLA",strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Sai Coaching Classes,Tuition,4.4,33,9422865474,9422865474,,"Gadge Nagar, Amravati",,Amravati,https://www.google.com/maps/place/Sai Coaching Classes/data=!4m7!3m6!1s0x3bd6a3433cc106c5:0x3fa70eb8b6d0c585!8m2!3d20.9496799!4d77.7644421!16s/g/11fxvbdp6d!19sChIJxQbBPEOj1jsRhcXQtrgOpz8,strong rating; no website; mobile/WhatsApp reachable; education keyword match
90,HIGH PRIORITY,Vidarbh Ias Academy Amravati,"UPSC, Tuition",4.3,137,8668920552,8668920552,,"Gadge Nagar, Amravati",,Amravati,"https://www.google.com/maps/place/VIDARBH IAS ACADEMY, AMRAVATI/data=!4m7!3m6!1s0x3bd6a3f21cacfe11:0xc30f4ab714127a22!8m2!3d20.9455135!4d77.7686357!16s/g/11f5qrnmt8!19sChIJEf6sHPKj1jsRInoSFLdKD8M",strong rating; 100+ reviews; no website; mobile/WhatsApp reachable; education keyword match
