Business Name,Phone,PHONE_FOUND,Category,District,Taluka,Address,Rating,Reviews,Website,Facebook,Instagram,WhatsApp,Maps URL,Lead Type,lead_status,listing_opened,listing_failure_reason,whatsappStatus,contactedAt,lastMessage,notes,optOut,Export Date
Vijeta Spoken English Classes,8055513932,True,Spoken English,Beed,Kaij,"Phase 1, 2nd Floor, Trade Centre, Pune Nagar Road, near Jio Petrol Pump, Shikrapur, Maharashtra 412208",4.7,456,https://vijetaenglish.com,,,8055513932,https://www.google.com/maps/place/Vijeta+Spoken+English+Classes%C2%AE/data=!4m7!3m6!1s0x3bc2d9f109e756cf:0xd9bf2e2c8572bbfa!8m2!3d18.6944106!4d74.1354024!16s%2Fg%2F11fzb13myk!19sChIJz1bnCfHZwjsR-rtyhSwuv9k?authuser=0&hl=en&rclk=1,,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Iib Career Institute,7304730730,True,JEE Classes,Beed,Parli,"9HV9 QFH Vimal Glass Agency, Udyog Bhavan, near Sadhna Classes, Narayan Nagar, Latur, Maharashtra 413531",4.4,533,https://iibedu.com/iib-neetcoaching/latur-branch,,,7304730730,https://www.google.com/maps/place/IIB+Career+Institute+-+NEET+-+IIT+-+JEE+Coaching+-+Latur/data=!4m7!3m6!1s0x3bcf83c0544b24e7:0x9eed00195cae0125!8m2!3d18.3945532!4d76.5687549!16s%2Fg%2F11cn9q_9ww!19sChIJ5yRLVMCDzzsRJQGuXBkA7Z4?authuser=0&hl=en&rclk=1,,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Iib Career Institute,7304730730,True,JEE Classes,Beed,Parli,"Bhagya Nagar Road, Shyam Nagar Rd, Nanded, Maharashtra 431602",4.3,1826,https://iibedu.com/iib-neetcoaching/nanded-branch,,,7304730730,https://www.google.com/maps/place/IIB+Career+Institute+-+NEET+-+IIT+-+JEE+Coaching+-+Parnakuti+Campus/data=!4m7!3m6!1s0x3bd1d68bce956c07:0xbf9045d347e83c39!8m2!3d19.1764011!4d77.3101065!16s%2Fg%2F113fd6f75!19sChIJB2yVzovW0TsROTzoR9NFkL8?authuser=0&hl=en&rclk=1,,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Perfect Spoken English And Personality Development Institute.,9823050567,True,English Speaking Classes,Beed,Patoda,"Mhada Complex Amravati Road Civil Lines, Samrudhi Sankul, next to khurana travels, nr. bhole petrol pump, Nagpur, Maharashtra 440001",4.4,164,https://perfectspokenenglish.com,,,9823050567,https://www.google.com/maps/place/Perfect+Spoken+English+and+Personality+Development+Institute./data=!4m7!3m6!1s0x3bd4c0f3c0000001:0xc54db3100e3cd420!8m2!3d21.1463712!4d79.0697576!16s%2Fg%2F1xb2c0fz!19sChIJAQAAwPPA1DsRINQ8DhCzTcU?authuser=0&hl=en&rclk=1,,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Pristine Spoken English Academy,9604343388,True,English Speaking Classes,Beed,Patoda,"1st floor, Akash Apartment, 342, behind Chitrakala Mahavidyalaya, Laxminagar, Nagpur, Maharashtra 440022",5.0,181,https://pristinespokenenglish.com,,,9604343388,https://www.google.com/maps/place/Pristine+Spoken+English+Academy/data=!4m7!3m6!1s0x3bd4c7a3bb2b6683:0xa9ed4bb0393ddf74!8m2!3d21.1257552!4d79.0660052!16s%2Fg%2F11ld2sndx2!19sChIJg2Yru6PH1DsRdN89ObBL7ak?authuser=0&hl=en&rclk=1,,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Cosmos Spoken English Academy Latur,9172290055,True,Spoken English,Beed,Patoda,"Ground floor, krushi sahayyak office, Old, Adarsh Colony, Old Aadarsh Colony, Ram Nagar, Latur, Maharashtra 413531",4.9,566,http://cosmosacademylatur.in,,,9172290055,https://www.google.com/maps/place/Cosmos+Spoken+English+Academy+Latur/data=!4m7!3m6!1s0x3bcf83fd0fc4aa6f:0x999a25c3d7446dc!8m2!3d18.3878152!4d76.5591422!16s%2Fg%2F11h9h9j6c7!19sChIJb6rED_2DzzsR3EZ0PVyimQk?authuser=0&hl=en&rclk=1,,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Oxbridge Spoken English Academy,9422472533,True,Spoken English,Beed,Patoda,"Oxbridge Spoken English Academy, Ausa Rd, near Arya Samaj Mandir, Sitaram Nagar, Narayan Nagar, Latur, Maharashtra 413531",4.9,372,https://oxbridgespokenenglish.com,,,9422472533,https://www.google.com/maps/place/Oxbridge+Spoken+English+Academy/data=!4m7!3m6!1s0x3bcf83e364404175:0x3e4e2491bfcc6aee!8m2!3d18.3915892!4d76.5647145!16s%2Fg%2F11fk8zm_wh!19sChIJdUFAZOODzzsR7mrMv5EkTj4?authuser=0&hl=en&rclk=1,,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Dhanashree Skill Vocational Education And Training Institute,9921582866,True,Tutorials,Beed,Majalgaon,"नविन शिक्षक वसाहत, जि, Manjrath Rd, भाटवडगाव ता, Majalgaon, Bhatwadgaon, Maharashtra 431131",4.7,46,http://dhanashreefoundation.in,,,9921582866,"https://www.google.com/maps/place/DHANASHREE+SKILL,+VOCATIONAL+EDUCATION+AND+TRAINING+INSTITUTE/data=!4m7!3m6!1s0x3bdab1a654601579:0xba1959c1d11f2c1c!8m2!3d19.1685637!4d76.2074467!16s%2Fg%2F11lcg_nxx3!19sChIJeRVgVKax2jsRHCwf0cFZGbo?authuser=0&hl=en&rclk=1",,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Dhage English Academy,9890350313,True,Spoken English,Beed,Patoda,"Sitaram Nagar, Narayan Nagar, Latur, Maharashtra 413531",4.3,72,http://dhagesenglishacademy.in,,,9890350313,https://www.google.com/maps/place/Dhage+English+Academy/data=!4m7!3m6!1s0x3bcf83c409e85cab:0xe44261b923a39437!8m2!3d18.3917271!4d76.5651208!16s%2Fg%2F11btv67cqp!19sChIJq1zoCcSDzzsRN5SjI7lhQuQ?authuser=0&hl=en&rclk=1,,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Masterdeep Spoken English,7498447089,True,English Speaking Classes,Beed,Dharur,MasterDeep Spoken English 5.0 Research institute Open 24 hours · 074984 47089  Website  Directions,5.0,70,http://masterdeep.in,,,7498447089,https://www.google.com/maps/place/MasterDeep+Spoken+English/data=!4m7!3m6!1s0x3bc475e87bfdc255:0xc14cb5ae7b303ab6!8m2!3d17.7854669!4d75.050976!16s%2Fg%2F11r5s8ydt2!19sChIJVcL9e-h1xDsRtjowe661TME?authuser=0&hl=en&rclk=1,,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
कल्याणानंद क्लासेस,8600854105,True,Spoken English,Beed,Kaij,"Kalyananand Classes :, Shree Swami Samarth Kendra Javal, Yashvantrao Chavan Natyagruhamage, Bhagya Nagar Rd, near Ganpati Temple, Bhaya Nagar, Datta Nagar, Beed, Maharashtra 431122",5.0,196,http://kalyananandclasses.in,,,8600854105,https://www.google.com/maps/place/%E0%A4%95%E0%A4%B2%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%A3%E0%A4%BE%E0%A4%A8%E0%A4%82%E0%A4%A6+%E0%A4%95%E0%A5%8D%E0%A4%B2%E0%A4%BE%E0%A4%B8%E0%A5%87%E0%A4%B8/data=!4m7!3m6!1s0x3bc52ac272a3758d:0xfc3adad89832c4bd!8m2!3d18.9864644!4d75.7464735!16s%2Fg%2F11dxrwm954!19sChIJjXWjcsIqxTsRvcQymNjaOvw?authuser=0&hl=en&rclk=1,,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
English Speaking Course A.d.n,9822206218,True,English Speaking Classes,Beed,Patoda,"Nandanvan A D N hospital K .D.K college, Rode, Nagpur, Maharashtra 440024",4.9,135,https://adnenglish.com,,,9822206218,https://www.google.com/maps/place/English+Speaking+course+%28+A.D.N+%29/data=!4m7!3m6!1s0x3bd4c7ba65a4425b:0x5b84fe6cdb6e19fa!8m2!3d21.1384397!4d79.1243132!16s%2Fg%2F11hz_8mp5q!19sChIJW0KkZbrH1DsR-hlu22z-hFs?authuser=0&hl=en&rclk=1,,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Smart Abacus Parbhani Karegaon Road & Old Pedgaon Road,9960599932,True,Abacus Classes,Beed,Majalgaon,"Kale Complex, Karegaon Rd, near Water Tank, Venkatesh Nagar, Parbhani, Maharashtra 431401",4.9,135,http://smartabacus.co.in,,,9960599932,https://www.google.com/maps/place/SMART+ABACUS+PARBHANI+%5B+Karegaon+Road+%26+Old+Pedgaon+Road+%5D/data=!4m7!3m6!1s0xa2bdb0136d9c571f:0xb767b31091c19fc6!8m2!3d19.2588996!4d76.793148!16s%2Fg%2F11ybt311t8!19sChIJH1ecbROwvaIRxp_BkRCzZ7c?authuser=0&hl=en&rclk=1,,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Kalikadevi Arts Commerce And Science College,9545806073,True,Tuition Classes,Beed,Shirur Kasar,"3C8J G2X Shirur Kasar Police Station, near, Shirur Kasar, Maharashtra 413249",4.2,66,http://kalikadevicollegeshirurkasar.org,,,9545806073,"https://www.google.com/maps/place/Kalikadevi+Arts,+Commerce+And+Science+college/data=!4m7!3m6!1s0x3bdb340f7a555555:0x6b7afe2c2629274b!8m2!3d19.065302!4d75.429732!16s%2Fg%2F11c1n1d5lc!19sChIJVVVVeg802zsRSycpJiz-ems?authuser=0&hl=en&rclk=1",,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Ub's Office,9503311486,True,Study Center,Beed,Majalgaon,"Beed-Parli Highway, behind Siddheshwar Arban, Mohkhed Chauk, Dindrud, Majalgaon, Dindrud, Maharashtra 431131",4.9,25,http://ubsclassesdindrud.blogpost.com,,,9503311486,https://www.google.com/maps/place/UB%27s+Office/data=!4m7!3m6!1s0x3bc54da7858b02a7:0xbc007d7a8be64bb0!8m2!3d18.9902013!4d76.2473515!16s%2Fg%2F11rq22m_x4!19sChIJpwKLhadNxTsRsEvmi3p9ALw?authuser=0&hl=en&rclk=1,,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Premier Spoken English Classes Premier English Academy,9075004419,True,Spoken English,Beed,Kaij,"3rd Floor, Rukmini Complex, VIP Rd, opp. Global Hospital, near ITI Corner, Vishnu Nagar, Nanded, Maharashtra 431602",5.0,836,https://premierenglishacademy.com,,,9075004419,https://www.google.com/maps/place/Premier+Spoken+English+Classes+%28+Premier+English+Academy+%29/data=!4m7!3m6!1s0x3bd1d7c8ac187ad7:0x5fc238eac24e4f80!8m2!3d19.1689296!4d77.3063801!16s%2Fg%2F11ghrc_1f3!19sChIJ13oYrMjX0TsRgE9Owuo4wl8?authuser=0&hl=en&rclk=1,,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Disha Computer Institute. Ms Office Ccc Tally Adv. Excel Graphics C Java Auto Cad Sketchup,8686375252,True,Computer Institute,Beed,Shirur Kasar,"Flat No.3 2nd Floor,Prajakt Pride, CT Bora College Rd, Nirman Plazza, Chowk, Shirur, Maharashtra 412210",5.0,475,http://dishagroup.in,,,8686375252,"https://www.google.com/maps/place/Disha+Computer+Institute.-+MS+OFFICE,CCC,+TALLY,+ADV.+EXCEL,+GRAPHICS,+C,+C%2B%2B,+JAVA,+AUTO+CAD,+SKETCHUP/data=!4m7!3m6!1s0x3bc32d7ad08d80ab:0x51a08597895f0051!8m2!3d18.82337!4d74.3757377!16s%2Fg%2F11j4nz3rqz!19sChIJq4CN0HotwzsRUQBfiZeFoFE?authuser=0&hl=en&rclk=1",,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Motion Education Shirur,8149293616,True,NEET Classes,Beed,Shirur Kasar,"2nd floor, Shriram Market City, Infront of CT Bora College, CT Bora College Rd, Shirur, Maharashtra 412210",5.0,,https://shirur.motion.ac.in,,,8149293616,https://www.google.com/maps/place/Motion+Education+Shirur/data=!4m7!3m6!1s0x3bc32d69c8b9be7f:0x413e370d158bd4ae!8m2!3d18.8211675!4d74.3747277!16s%2Fg%2F11ym7zlq6z!19sChIJf765yGktwzsRrtSLFQ03PkE?authuser=0&hl=en&rclk=1,,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Disha Computer Institute Beed,9545051769,True,Computer Institute,Beed,Patoda,"USHA SANKUL, Driving School St, near RELIANCE SMART POINT, Beed, Maharashtra 431122",4.8,157,http://dishagroup.in,,,9545051769,https://www.google.com/maps/place/DiSHA+COMPUTER+INSTITUTE+BEED/data=!4m7!3m6!1s0x3bc52b4e026d219d:0x4c776e7d548e17d9!8m2!3d18.9853677!4d75.7528359!16s%2Fg%2F11sx__q7kw!19sChIJnSFtAk4rxTsR2ReOVH1ud0w?authuser=0&hl=en&rclk=1,,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Sip Abacus Academy Beed,9075346347,True,Abacus Classes,Beed,Majalgaon,"Radhayan Niwas, Shahu Bank Road, Bhaya Nagar, Chanakyapuri, Beed, Maharashtra 431122",5.0,8,https://sipabacus.com/in,,,9075346347,"https://www.google.com/maps/place/SIP+Abacus+Academy+,+Beed/data=!4m7!3m6!1s0x3bc52bd7eb9c1669:0x636415044d8d9fef!8m2!3d18.9869874!4d75.7474182!16s%2Fg%2F11w_t1hzw9!19sChIJaRac69crxTsR75-NTQQVZGM?authuser=0&hl=en&rclk=1",,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Karmayog Career Academy,9021793960,True,Coaching Classes,Beed,Majalgaon,"Karmayog Nivas, Bank colony Manjarath Road, Dist, Majalgaon, Maharashtra 431131",4.9,10,http://klassedu.com,,,9021793960,https://www.google.com/maps/place/Karmayog+Career+Academy/data=!4m7!3m6!1s0x3bdab193678c9bd5:0xe639ee6751c50104!8m2!3d19.1648509!4d76.2069797!16s%2Fg%2F11tnbfnkpq!19sChIJ1ZuMZ5Ox2jsRBAHFUWfuOeY?authuser=0&hl=en&rclk=1,,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Yeole Classes Majalgaon,9404795121,True,Coaching Classes,Beed,Majalgaon,"Yeole Classes, near Sundarrao Solanke Mahavidyalaya, Gadi Rd, Manglanath Colony, Majalgaon, Maharashtra 431131",4.9,16,http://yeoleclasses.com,,,9404795121,https://www.google.com/maps/place/Yeole+Classes+Majalgaon/data=!4m7!3m6!1s0x3bdab1d62f2dd183:0x5f55205e04fa1536!8m2!3d19.1619104!4d76.206025!16s%2Fg%2F11lypkhzn5!19sChIJg9EtL9ax2jsRNhX6BF4gVV8?authuser=0&hl=en&rclk=1,,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Lore Academy Parli Vaijnath,8668291151,True,Tutorials,Beed,Parli,"Snehal Building, near Mahatma Basweshwar Garden, Vidyanagar, Parli Vaijnath, Maharashtra 431515",4.5,8,http://loreacademy.com,,,8668291151,https://www.google.com/maps/place/Lore+Academy+Parli-Vaijnath/data=!4m7!3m6!1s0x3bcff7830f783f3b:0xc01518c9b11d318a!8m2!3d18.8456974!4d76.5180063!16s%2Fg%2F11gxn22shl!19sChIJOz94D4P3zzsRijEdsckYFcA?authuser=0&hl=en&rclk=1,,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Gavhane Academy Beed,8530913030,True,Academy,Beed,Wadwani,"Pathardi Road, Padalsingi, Maharashtra 431143",4.4,,https://gavhaneacademy.com,,,8530913030,https://www.google.com/maps/place/Gavhane+Academy+Beed/data=!4m7!3m6!1s0x3bdad7c723de2ec9:0xf810a8e218789829!8m2!3d19.1537743!4d75.7479702!16s%2Fg%2F11n41hx01h!19sChIJyS7eI8fX2jsRKZh4GOKoEPg?authuser=0&hl=en&rclk=1,,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Roots Abacus And Vedic Classes,7741870498,True,Abacus Classes,Beed,Shirur Kasar,"No 221, Owsis Society, Row House, Ramling - Shirur Rd, Shirur, Maharashtra 412210",,221,https://abacusclassesonline.com/locations/Pune/Abacus-Classes-In-Owsis-Society-Ramling-Road-Shirur-Pune-Maharashtra.php,,,7741870498,https://www.google.com/maps/place/Roots+Abacus+and+Vedic+classes/data=!4m7!3m6!1s0x3bc32dc8848b6d99:0xd7d18c80f5e68cd6!8m2!3d18.8367572!4d74.3220124!16s%2Fg%2F11w9hblcjf!19sChIJmW2LhMgtwzsR1ozm9YCM0dc?authuser=0&hl=en&rclk=1,,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Malganga Infotech Of Computer Education,9595232448,True,Computer Institute,Beed,Shirur Kasar,"1873, Malganga Apartment, Near CT Bora College, Sainic Society, Shirur, 412210, Shirur, Maharashtra 412210",4.9,71,https://malgangainfotech.org,,,9595232448,"https://www.google.com/maps/place/MALGANGA+INFOTECH+OF+COMPUTER+EDUCATION+-+MKCL%27s+Authorized+Training+Center+:+KLiC+Courses,+Excel+Expert,+C,+C%2B%2B,Java,+Python/data=!4m7!3m6!1s0x3bc32dc60ca05a17:0xf841fbb4ea405eeb!8m2!3d18.8226787!4d74.3718607!16s%2Fg%2F11d_7q_95f!19sChIJF1qgDMYtwzsR615A6rT7Qfg?authuser=0&hl=en&rclk=1",,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Dnyansagar Career Cell Kaij,7276050861,True,Coaching Classes,Beed,Kaij,"Magalwar peth, Kaij, Maharashtra 431123",5.0,3,https://dnyansagarneetcenter.in,,,7276050861,https://www.google.com/maps/place/Dnyansagar+career+cell+kaij/data=!4m7!3m6!1s0x3bc53f6ecc08179f:0x1086d55a19885439!8m2!3d18.7117476!4d76.0712006!16s%2Fg%2F11z0j57mvv!19sChIJnxcIzG4_xTsROVSIGVrVhhA?authuser=0&hl=en&rclk=1,,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Sip Abacus Creative Minds,9422327006,True,Abacus Classes,Beed,Dharur,"XQW5 355, Sneh Nagar, Beed, Maharashtra 431122",5.0,2,http://sipacademyindia.com,,,9422327006,"https://www.google.com/maps/place/SIP+Abacus,+Creative+Minds/data=!4m7!3m6!1s0x3bc52ad8e7708327:0xe09774d25b54074c!8m2!3d18.9951335!4d75.7579981!16s%2Fg%2F11fx2_ys63!19sChIJJ4Nw59gqxTsRTAdUW9J0l-A?authuser=0&hl=en&rclk=1",,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Sip Abacus,9677093682,True,Tuition Classes,Beed,Georai,"no.1, near Water Tank, Saraswati Colony, Gevrai, Maharashtra 431127",4.2,5,http://sipabacus.com,,,9677093682,https://www.google.com/maps/place/SIP+Abacus+-+Georai/data=!4m7!3m6!1s0x3bdad9d687e1a50f:0xf3ded27cb242eec!8m2!3d19.2599462!4d75.7523344!16s%2Fg%2F11h4pqv57q!19sChIJD6Xhh9bZ2jsR7C4kyyftPQ8?authuser=0&hl=en&rclk=1,,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Mauli Infosys Learning Center,8509147217,True,Study Center,Beed,Parli,"JIRAGE NAGAR, AMBAJOGAI ROAD, NEAR SINCHAN BHAVANPARLI VAIJNATH Parali, Maharashtra 431515",5.0,4,http://mkcl.org,,,8509147217,https://www.google.com/maps/place/Mauli+Infosys+learning+center/data=!4m7!3m6!1s0x3bcff709f8c5a4d3:0xbe45a70ae82942c!8m2!3d18.8445558!4d76.5145167!16s%2Fg%2F11f7b41cjp!19sChIJ06TF-An3zzsRLJSCrnBa5As?authuser=0&hl=en&rclk=1,,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
