Lead Score,Priority,Class Name,Category,Rating,Reviews,Mobile,WhatsApp,Website,Address,Taluka,District,Google Maps Name Link,Reason Why Good Client
70,HIGH PRIORITY,Global Vision Spoken English Academy L Gva L Global English App Live Online Class L Best Offline Spoken English Class,"Banking, Spoken English, Tuition, English Academy",4.8,543,7066996996,7066996996,http://globalenglishapp.com,"Sudke Mala, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/Global Vision Spoken English Academy l GVA l Global English App Live Online class l Best Offline Spoken English Class/data=!4m7!3m6!1s0x3bdcb1543c47755f:0xaaf414261fb73b47!8m2!3d19.1053501!4d74.730319!16s/g/11rltfwmnc!19sChIJX3VHPFSx3DsRRzu3HyYU9Ko,strong rating; 100+ reviews; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Ica Edu Skills Accounting And Taxation Training Institute Ahilyanagar,"UPSC, Commerce Classes",4.8,110,8600020207,8600020207,https://icajobguarantee.com,"Mahavir Nagar, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/ICA Edu Skills Accounting and Taxation Training Institute Ahilyanagar/data=!4m7!3m6!1s0x3bdcb080336c9ab5:0xa2eed056ded46217!8m2!3d19.1121688!4d74.730941!16s/g/11c57d1s1c!19sChIJtZpsM4Cw3DsRF2LU3lbQ7qI,strong rating; 100+ reviews; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Shri Sandipani Academy Ahilyanagar,Tuition,4.8,588,7501988988,7501988988,http://shrisandipaniacademy.in,"Bhistabag, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/Shri Sandipani Academy Ahilyanagar/data=!4m7!3m6!1s0x3bdcbbe52cd56be9:0xce4b17aac19a853f!8m2!3d19.1285841!4d74.7392497!16s/g/11h3qbvx49!19sChIJ6WvVLOW73DsRP4WawaoXS84,strong rating; 100+ reviews; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Omkar Computers,"Computer Classes, Tuition",4.7,259,8626021623,8626021623,http://omkarcomputers.com,"Bhingar, Bhingar",,Ahmednagar,https://www.google.com/maps/place/OMKAR COMPUTERS/data=!4m7!3m6!1s0x3bdb570361feb0cf:0x753cd8f390f97af7!8m2!3d19.0934558!4d74.7789627!16s/g/11f8hscgjl!19sChIJz7D-YQNX2zsR93r5kPPYPHU,strong rating; 100+ reviews; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Shrikrishna Institute,"Spoken English, Tuition, English Academy",4.7,108,7058686100,7058686100,http://krishnainsti.com,"Sarjepura City, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/Shrikrishna Institute/data=!4m7!3m6!1s0x3bdcb0628bccfd23:0xb61ae228fc0b6f87!8m2!3d19.098975!4d74.7332279!16s/g/12hpr36gb!19sChIJI_3Mi2Kw3DsRh28L_CjiGrY,strong rating; 100+ reviews; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Disha Computer Institute In Ahmednagar Best Computer Class For Tally Graphic Design Coding C Programming In Delhi Gate,"Computer Classes, Tuition",4.6,365,9371051769,9371051769,http://dishagroup.in,"Sarjepura City, Ahmednagar",,Ahmednagar,"https://www.google.com/maps/place/Disha Computer Institute in Ahmednagar Best Computer Class for Tally, Graphic Design, Coding, C Programming In Delhi Gate/data=!4m7!3m6!1s0x3bdcb0615555554f:0xe147efa995929e2!8m2!3d19.097643!4d74.7322814!16s/g/11c6cxvznj!19sChIJT1VVVWGw3DsR4ilZmfp-FA4",strong rating; 100+ reviews; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Rb Tech Services,"Computer Classes, Tuition",4.5,1072,9119431984,9119431984,https://rbtechservices.in,"Anandi Bazaar, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/RB Tech Services/data=!4m7!3m6!1s0x3bdcb197a3cb41f5:0x500872aa972c85b0!8m2!3d19.094984!4d74.73459!16s/g/11h9z7nvwx!19sChIJ9UHLo5ex3DsRsIUsl6pyCFA,strong rating; 100+ reviews; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,J.j Science Academy Ahilyanagar,"Tuition, Science",4.4,147,9604225588,9604225588,https://jjsa.in,"Pipeline Rd, Savedi",,Ahmednagar,"https://www.google.com/maps/place/J.J Science Academy,Ahilyanagar/data=!4m7!3m6!1s0x3bdcb1031c01e5d7:0x11ba34a0abe63e60!8m2!3d19.1256374!4d74.7485889!16s/g/11gnsp04ph!19sChIJ1-UBHAOx3DsRYD7mq6A0uhE",strong rating; 100+ reviews; mobile/WhatsApp reachable; education keyword match
90,HIGH PRIORITY,Ahuja Classes,Tuition,5.0,184,9850063399,9850063399,,"Ahmednagar, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/AHUJA CLASSES/data=!4m7!3m6!1s0x3bdcb1e5b91abbbd:0x59cf8524edade33!8m2!3d19.1119137!4d74.7275522!16s/g/11f61fjy7j!19sChIJvbsaueWx3DsRM97aTlL4nAU,strong rating; 100+ reviews; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Aims Aryabhatt Institute Of Mathematics & Sciences,"Tuition, Mathematics",5.0,24,8446723960,8446723960,,"Savedi, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/AIMS Aryabhatt Institute of Mathematics & Sciences/data=!4m7!3m6!1s0x3bdcbbbc47d97d27:0xd7b57adbf782f081!8m2!3d19.1204319!4d74.7313898!16s/g/11jfcwqc01!19sChIJJ33ZR7y73DsRgfCC99t6tdc,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Ambition Science NEET Academy,NEET,5.0,1,9067795407,9067795407,,"Savedi, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/ambition SCIENCE NEET ACADEMY/data=!4m7!3m6!1s0x3bdcba7db60f8e3d:0xeb79055817362c65!8m2!3d19.1203914!4d74.7311846!16s/g/11l6tlyvyh!19sChIJPY4Ptn263DsRZSw2F1gFees,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Apprize Tutorials,"Commerce Classes, Tuition",5.0,1,9923136446,9923136446,,"Nalegaon, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/AppriZe Tutorials/data=!4m7!3m6!1s0x3bdcb174638f9d27:0x5c5eed08f1ceb74!8m2!3d19.0967755!4d74.7373284!16s/g/11r5syfybk!19sChIJJ52PY3Sx3DsRdOscj9DuxQU,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Asha Computer Typing Institute,"Computer Classes, Tuition",5.0,1,9225730429,9225730429,,"Savedi, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/Asha Computer Typing Institute/data=!4m7!3m6!1s0x3bdcba7e7c000001:0xb696b432a57c1f72!8m2!3d19.1192096!4d74.7316867!16s/g/11c2prnhlt!19sChIJAQAAfH663DsRch98pTK0lrY,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Ashish Tattu's Excellence Classes,"Spoken English, Tuition, English Academy",5.0,53,9029349483,9029349483,,"Savedi, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/Ashish Tattu's Excellence Classes/data=!4m7!3m6!1s0x3bdcba7db6227257:0x750996340347862a!8m2!3d19.1215416!4d74.7368891!16s/g/11g892r6j3!19sChIJV3Iitn263DsRKoZHAzSWCXU,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Atharva Maths Classes,"Tuition, Mathematics",5.0,37,9890664006,9890664006,,"Teli Khunt Rd, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/Atharva Maths Classes/data=!4m7!3m6!1s0x3bdcb114a03b1689:0x9a72d639aa5cf72e!8m2!3d19.0979087!4d74.7379532!16s/g/11xlb1d_0m!19sChIJiRY7oBSx3DsRLvdcqjnWcpo,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Blue Diamond Academy School,English Academy,5.0,14,7219336094,7219336094,,"Buypass Rd, Wadgaon Gupta",,Ahmednagar,"https://www.google.com/maps/place/Blue Diamond Academy,School/data=!4m7!3m6!1s0x3bdcbbf47be7758b:0x95dbd86b4e722b4b!8m2!3d19.1703132!4d74.7180708!16s/g/11j10r4r8v!19sChIJi3Xne_S73DsRSytyTmvY25U",strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,C Tech Computers Ahmednagar,"Computer Classes, Tuition",5.0,11,9767950501,9767950501,,"Savedi, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/C-TECH COMPUTERS AHMEDNAGAR/data=!4m7!3m6!1s0x3bdcba8442cb61b1:0x523328ed7254b498!8m2!3d19.1213646!4d74.7417524!16s/g/1v0lj6wr!19sChIJsWHLQoS63DsRmLRUcu0oM1I,strong rating; no website; mobile/WhatsApp reachable; education keyword match
80,HIGH PRIORITY,Cad Hub Skill Training Center,"Computer Classes, Tuition",5.0,3,9850988825,9850988825,,"Sarjepura City, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/CAD HUB Skill Training Center/data=!4m7!3m6!1s0x3bdcb1000aec6ae3:0x1103bb154415f056!8m2!3d19.097736!4d74.7320359!16s/g/11w1kg2h1s!19sChIJ42rsCgCx3DsRVvAVRBW7AxE,strong rating; no website; mobile/WhatsApp reachable; education keyword match; possible multiple branches
70,HIGH PRIORITY,Core Institute Of Technology Marathi,"Computer Classes, Tuition",5.0,30,8087550366,8087550366,,"Kedgaon, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/Core Institute of Technology (Marathi: कोअर इन्स्टिटयूट ऑफ टेक्नॉलॉजी)/data=!4m7!3m6!1s0x3bdcb19dd2101605:0x7f61f3e1c56ebb76!8m2!3d19.0753063!4d74.7106417!16s/g/11vm8h8cxs!19sChIJBRYQ0p2x3DsRdrtuxeHzYX8,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,D Net System,"Computer Classes, Tuition",5.0,5,9423216483,9423216483,,"Pipeline Rd, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/D Net System/data=!4m7!3m6!1s0x3bdcbb22b2de3165:0xcb22173c893e0b61!8m2!3d19.1270667!4d74.7427216!16s/g/11t40x1zdn!19sChIJZTHesiK73DsRYQs-iTwXIss,strong rating; no website; mobile/WhatsApp reachable; education keyword match
90,HIGH PRIORITY,Dambelkar's Spoken English Classes,"Spoken English, Tuition, English Academy",5.0,140,7272886565,7272886565,,"Sudke Mala, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/Dambelkar's Spoken English Classes/data=!4m7!3m6!1s0x3bdcb1dcaf43fa15:0xa498a096ae0ba5bf!8m2!3d19.1072283!4d74.7301741!16s/g/11n05jsl50!19sChIJFfpDr9yx3DsRv6ULrpagmKQ,strong rating; 100+ reviews; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Darkundes Science Classes,"Tuition, Science",5.0,48,9096302244,9096302244,,"Kedgaon, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/Darkundes Science Classes/data=!4m7!3m6!1s0x3bdcb127f90d7467:0x2f86ed0580a534ad!8m2!3d19.0637828!4d74.6990946!16s/g/11g027rf5b!19sChIJZ3QN-Sex3DsRrTSlgAXthi8,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Gawali Computer Typing Institute Ahilyanagar,"Computer Classes, Tuition",5.0,3,9028024079,9028024079,,"Maliwada, Ahmednagar",,Ahmednagar,"https://www.google.com/maps/place/Gawali Computer Typing Institute, Ahilyanagar/data=!4m7!3m6!1s0x3bdcb14731b67b55:0xb16066be0c2c4d27!8m2!3d19.0893359!4d74.7356893!16s/g/11xccyn_v3!19sChIJVXu2MUex3DsRJ00sDL5mYLE",strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,I Can Training Institute Ahilyanagar,NEET,5.0,21,8668604127,8668604127,,"Savedi, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/I Can Training Institute Ahilyanagar/data=!4m7!3m6!1s0x3bdcbb1be50cdd4d:0xbcf880ea706d11bd!8m2!3d19.13999!4d74.7419145!16s/g/11ywj62zsp!19sChIJTd0M5Ru73DsRvRFtcOqA-Lw,strong rating; no website; mobile/WhatsApp reachable; education keyword match
90,HIGH PRIORITY,Institute Of Integrated Software,"Computer Classes, Tuition",5.0,117,9763206009,9763206009,,"Sudke Mala, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/Institute Of Integrated Software/data=!4m7!3m6!1s0x3bdcb087d5ed726d:0xeb6ccdcab82efaa4!8m2!3d19.1018429!4d74.7310831!16s/g/11g8vcdw7w!19sChIJbXLt1Yew3DsRpPouuMrNbOs,strong rating; 100+ reviews; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Jain's Coaching Classes,Tuition,5.0,3,9423768691,9423768691,,"Dnyaneshwar Nagar, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/Jain's coaching classes/data=!4m7!3m6!1s0x3bdcbbfdbafe058f:0x8d67971322921f3!8m2!3d19.130938!4d74.74469!16s/g/11sd65k07l!19sChIJjwX-uv273DsR8yEpMnF51gg,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Krushna Computer Institute,"Computer Classes, Tuition",5.0,7,8805055929,8805055929,,"Bolhegaon Suburban, Nagapur",,Ahmednagar,https://www.google.com/maps/place/Krushna Computer Institute/data=!4m7!3m6!1s0x3bdcbb1f7f4cdf61:0xbabcf1f71e4b4f30!8m2!3d19.1357553!4d74.7074735!16s/g/11tp77krkd!19sChIJYd9Mfx-73DsRME9LHvfxvLo,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Maths World Academy,"IIT JEE, Mathematics",5.0,26,7020844450,7020844450,,"Bhistabag, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/Maths World Academy/data=!4m7!3m6!1s0x3bdcbb55217d70a1:0x2d01fb4ce017bd04!8m2!3d19.1292841!4d74.7320018!16s/g/11fkdyqj07!19sChIJoXB9IVW73DsRBL0X4Ez7AS0,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Modern English School,"English Academy, Kids Learning",5.0,1,9404174250,9404174250,,"Bhingar, Nagardeole",,Ahmednagar,https://www.google.com/maps/place/Modern English School/data=!4m7!3m6!1s0x3bdcafb406c9196b:0x4f8e854d653ae0b4!8m2!3d19.1022259!4d74.7808189!16s/g/11khkff03f!19sChIJaxnJBrSv3DsRtOA6ZU2Fjk8,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Newton Science Academy,"NEET, Science",5.0,5,9511798538,9511798538,,"Mukundnagar, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/Newton Science Academy/data=!4m7!3m6!1s0x3bdcb18fccc870ad:0xfc5a5bd4c33f05ad!8m2!3d19.1077998!4d74.7524054!16s/g/11qb3gvpxv!19sChIJrXDIzI-x3DsRrQU_w9RbWvw,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Novel Abacus Academy Class,"Tuition, Mathematics, Abacus",5.0,1,7588541302,7588541302,,"Savedi, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/Novel Abacus Academy Class/data=!4m7!3m6!1s0x3bdcbb1a6df88409:0xcae763a12deab784!8m2!3d19.1153123!4d74.7240768!16s/g/11lr7bx7y3!19sChIJCYT4bRq73DsRhLfqLaFj58o,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Onboard English Phonics Class Shital Swapnil Bihani,"Spoken English, Tuition, English Academy, Kids Learning",5.0,8,9370758673,9370758673,,"Tarakpur, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/Onboard English Phonics class Shital Swapnil Bihani/data=!4m7!3m6!1s0x3bdcb1220558eab7:0x1d802c3e7b211baa!8m2!3d19.1064405!4d74.7355315!16s/g/11w1sj5kjy!19sChIJt-pYBSKx3DsRqhshez4sgB0,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,S&s Academy Of Science And Commerce,"Commerce Classes, Science",5.0,3,9325363746,9325363746,,"Bolhegaon Suburban, Nagapur",,Ahmednagar,https://www.google.com/maps/place/S&S Academy Of Science And Commerce/data=!4m7!3m6!1s0x3bdcbb660b5a1bb5:0x87ecef81d5c6a301!8m2!3d19.1359122!4d74.7109121!16s/g/11s49pnfs_!19sChIJtRtaC2a73DsRAaPG1YHv7Ic,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Shinde's Commerce Academy,"Banking, Commerce Classes",5.0,6,9273990638,9273990638,,"Tarakpur, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/SHINDE'S COMMERCE ACADEMY/data=!4m7!3m6!1s0x3bdcb1caca9eb4ef:0x99ee44e0050b5cc0!8m2!3d19.102072!4d74.7333281!16s/g/11hz3j1s48!19sChIJ77Seysqx3DsRwFwLBeBE7pk,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Shreee Ganesh Classes,Tuition,5.0,60,9834768688,9834768688,,"Tarakpur, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/Shreee Ganesh Classes !/data=!4m7!3m6!1s0x3bdcb06155555555:0xc2c3ca8ce6a03bee!8m2!3d19.1045988!4d74.7363815!16s/g/11hbt4tk_7!19sChIJVVVVVWGw3DsR7jug5ozKw8I,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Shriji Mathematics Academy,"Tuition, Mathematics",5.0,4,9922664047,9922664047,,"Savedi, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/Shriji mathematics academy/data=!4m7!3m6!1s0x3bdcbba2dc622657:0x165e469e27bf5440!8m2!3d19.1209717!4d74.7429199!16s/g/11gwmgrtvv!19sChIJVyZi3KK73DsRQFS_J55GXhY,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Shrikrishna Computer,"Computer Classes, Tuition",5.0,42,9922595929,9922595929,,"Nagapur, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/Shrikrishna Computer/data=!4m7!3m6!1s0x3bdcba4110ea0067:0xa3af308760ca5cea!8m2!3d19.1395352!4d74.7135155!16s/g/11cs1wl_jw!19sChIJZwDqEEG63DsR6lzKYIcwr6M,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Stepping Star English Medium School,English Academy,5.0,4,7744844433,7744844433,,"Savedi, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/Stepping Star English Medium School/data=!4m7!3m6!1s0x3bdcbb95148c9b55:0xbe416de71b75ae89!8m2!3d19.140121!4d74.725445!16s/g/11vbs6xdq4!19sChIJVZuMFJW73DsRia51G-dtQb4,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Surya Computers,"Computer Classes, Tuition",5.0,2,9765536042,9765536042,,"Jk Rd, Darewadi",,Ahmednagar,https://www.google.com/maps/place/Surya Computers/data=!4m7!3m6!1s0x3bdcb10021585e11:0xd077892851162edf!8m2!3d19.0771917!4d74.7741833!16s/g/11y36b9bdf!19sChIJEV5YIQCx3DsR3y4WUSiJd9A,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,The Ballers Academy,Railway,5.0,49,7030071717,7030071717,,"Anand Nagar, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/The Ballers Academy/data=!4m7!3m6!1s0x3bdcb177f3de0105:0x1b1b878f5a2f3ad9!8m2!3d19.0778643!4d74.7259656!16s/g/11m4jc1zg6!19sChIJBQHe83ex3DsR2TovWo-HGxs,strong rating; no website; mobile/WhatsApp reachable; education keyword match
80,HIGH PRIORITY,Trill Music Academy Savedi Branch,Tuition,5.0,40,9890998283,9890998283,,"Savedi, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/Trill Music Academy Savedi Branch/data=!4m7!3m6!1s0x3bdcb17a25d33825:0xa7684659c866fb7e!8m2!3d19.1122751!4d74.7376343!16s/g/11lgqkbq_7!19sChIJJTjTJXqx3DsRfvtmyFlGaKc,strong rating; no website; mobile/WhatsApp reachable; education keyword match; possible multiple branches
70,HIGH PRIORITY,Vastuvit Design Institute Nata Classes Ahmednagar,Tuition,5.0,32,9011630372,9011630372,,"Patrakar Chowk, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/Vastuvit Design Institute (Nata Classes Ahmednagar)/data=!4m7!3m6!1s0x3bdcbbf649d8ff87:0x2888ba7bcc3082b3!8m2!3d19.1098138!4d74.7332124!16s/g/11pf5wm80n!19sChIJh__YSfa73DsRs4IwzHu6iCg,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Vidyasagar Gurukul Kid's Academy,English Academy,5.0,1,8788744797,8788744797,,"Bhistabag, Ahmednagar",,Ahmednagar,https://www.google.com/maps/place/Vidyasagar Gurukul kid's Academy/data=!4m7!3m6!1s0x3bdcbb5b8bff1267:0x76ea11a5658fbbc8!8m2!3d19.1341643!4d74.7399032!16s/g/11t3_yc9_q!19sChIJZxL_i1u73DsRyLuPZaUR6nY,strong rating; no website; mobile/WhatsApp reachable; education keyword match
