Lead Score,Priority,Class Name,Category,Rating,Reviews,Mobile,WhatsApp,Website,Address,Taluka,District,Google Maps Name Link,Reason Why Good Client
70,HIGH PRIORITY,Yta Yashotej Academy Best NDA & Cds Coaching Classes In Pune Maharashtra,"NDA, Tuition",4.8,787,7030742778,7030742778,http://yashotejacademy.com,"Gokul Nagar Industrial Area, Pune",Balapur,Akola,"https://www.google.com/maps/place/YTA Yashotej Academy Best NDA & CDS Coaching Classes in Pune, Maharashtra/data=!4m7!3m6!1s0x3bc2eaee7c7bb07d:0x71626c8bc1610194!8m2!3d18.4495991!4d73.8785967!16s/g/11f65hxh75!19sChIJfbB7fO7qwjsRlAFhwYtsYnE",strong rating; 100+ reviews; mobile/WhatsApp reachable; education keyword match
80,HIGH PRIORITY,Centre For Defence Careers NDA & Cds Classes In Mumbai Thane,"Defence, NDA, Army, Tuition",4.7,241,9320704957,9320704957,https://centrefordefencecareers.co.in,"Mulund West, Mumbai",Balapur,Akola,"https://www.google.com/maps/place/Centre For Defence Careers (NDA & CDS Classes in Mumbai, Thane)/data=!4m7!3m6!1s0x3be7b92718714da7:0x3a895edd4591d916!8m2!3d19.1760413!4d72.9598131!16s/g/1tfm53kw!19sChIJp01xGCe55zsRFtmRRd1eiTo",strong rating; 100+ reviews; mobile/WhatsApp reachable; education keyword match; possible multiple branches
80,HIGH PRIORITY,Datamate Computer Education Mkcl Authorized Learning Center,"Computer Classes, Tuition, Kids Learning",4.7,611,9422860072,9422860072,http://datamateeducation.co.in,"Shastri Nagar, Akola",,Akola,https://www.google.com/maps/place/Datamate Computer Education MKCL Authorized Learning Center/data=!4m7!3m6!1s0x3bd72e033270e76b:0x18ec740412d45fbf!8m2!3d20.7050599!4d77.01401!16s/g/11c52rjkp0!19sChIJa-dwMgMu1zsRv1_UEgR07Bg,strong rating; 100+ reviews; mobile/WhatsApp reachable; education keyword match; possible multiple branches
70,HIGH PRIORITY,Dignitary Defence Academy,"Defence, NDA",4.7,805,9119460546,9119460546,https://dignitarydefenseacademy.com,"Dhankawadi, Pune",Balapur,Akola,https://www.google.com/maps/place/dignitary defence academy/data=!4m7!3m6!1s0x3bc2eabc881eb1ef:0x54ec69d75a2dfe08!8m2!3d18.4698078!4d73.8533419!16s/g/11gh2t0js2!19sChIJ77EeiLzqwjsRCP4tWtdp7FQ,strong rating; 100+ reviews; mobile/WhatsApp reachable; education keyword match
80,HIGH PRIORITY,Physics Wallah Vidyapeeth Coaching Center Akola IIT JEE NEET & Foundation,"IIT JEE, NEET, NDA, Tuition, Science",4.7,363,8045682665,8045682665,https://pw.live,"Kirti Nagar, Akola",,Akola,"https://www.google.com/maps/place/Physics Wallah Vidyapeeth Coaching Center Akola IIT JEE, NEET & Foundation/data=!4m7!3m6!1s0x3bd731cf52717179:0xac39e5b8f17284cd!8m2!3d20.6996094!4d77.0136432!16s/g/11w92l71l9!19sChIJeXFxUs8x1zsRzYRy8bjlOaw",strong rating; 100+ reviews; mobile/WhatsApp reachable; education keyword match; possible multiple branches
70,HIGH PRIORITY,Spoton English Academy,"Spoken English, Tuition, English Academy",4.7,109,9156140381,9156140381,https://spotonenglish.in,"Akot Fail, Akola",,Akola,https://www.google.com/maps/place/Spoton english academy/data=!4m7!3m6!1s0x3bd731842d38bd89:0x74de0cb7e9d0d2d2!8m2!3d20.7264891!4d77.0015609!16s/g/11t7sxt45m!19sChIJib04LYQx1zsR0tLQ6bcM3nQ,strong rating; 100+ reviews; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Vijaypath Academy Best MPSC Classes In Pune,"MPSC, Tuition",4.7,747,8530421122,8530421122,https://vijaypathmpscpune.com,"Sadashiv Peth, Pune",Akot,Akola,https://www.google.com/maps/place/Vijaypath Academy (best MPSC classes in Pune)/data=!4m7!3m6!1s0x3bc2c1265b89e5cb:0x92f8575a6f9a8e48!8m2!3d18.5097608!4d73.846981!16s/g/11fl09x2dt!19sChIJy-WJWybBwjsRSI6ab1pX-JI,strong rating; 100+ reviews; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Anees Classes,"IIT JEE, NEET, NDA, Tuition",4.5,971,9890826344,9890826344,https://aneesclasses.com,"Vishrantwadi, Pune",Balapur,Akola,"https://www.google.com/maps/place/Anees Classes - Best NDA, CDS, AFCAT, SPI, JEE & NEET Coaching Classes in Pune/data=!4m7!3m6!1s0x3bc2c14576367b57:0x18fa8573335c660!8m2!3d18.5762597!4d73.8754298!16s/g/1pp2vmjgf!19sChIJV3s2dkXBwjsRYMY1M1eojwE",strong rating; 100+ reviews; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Bright Career Institute,Tuition,4.4,152,9146144555,9146144555,https://brightcareerakola.in,"Ranpise Nagar, Akola",,Akola,https://www.google.com/maps/place/BRIGHT CAREER INSTITUTE/data=!4m7!3m6!1s0x3bd72f8951e60dd1:0x2963a38bfcd766fe!8m2!3d20.7115222!4d77.0132758!16s/g/11h8f4tkhv!19sChIJ0Q3mUYkv1zsR_mbX_IujYyk,strong rating; 100+ reviews; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Shree Samartha Coaching Classes Akola,Tuition,4.4,230,8929100751,8929100751,https://samartheducation.org,"Ranpise Nagar, Akola",,Akola,https://www.google.com/maps/place/Shree Samartha Coaching Classes Akola/data=!4m7!3m6!1s0x3bd72e1b99dcdb43:0x71b65be189bb066f!8m2!3d20.7087216!4d77.0173852!16s/g/1pzsx9v82!19sChIJQ9vcmRsu1zsRbwa7ieFbtnE,strong rating; 100+ reviews; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Defence Career Academy,"Defence, Army",4.3,500,9343959595,9343959595,http://dcaedu.in,"Khojewadi, Shahapur Banjar",Balapur,Akola,https://www.google.com/maps/place/Defence Career Academy/data=!4m7!3m6!1s0x3bdb90102e30a063:0xd3aa1b5fd8e5b524!8m2!3d19.9056086!4d75.1690454!16s/g/1hc14k0v6!19sChIJY6AwLhCQ2zsRJLXl2F8bqtM,strong rating; 100+ reviews; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Deshumukh Sir's Saraswati Coaching Classes Akola,Tuition,4.3,146,9359390706,9359390706,https://saraswaticoachingclassesakola.in,"Dwarka Nagri, Akola",,Akola,https://www.google.com/maps/place/Deshumukh Sir's Saraswati Coaching Classes Akola/data=!4m7!3m6!1s0x3bd72e0381d44e4b:0x60aafe5834826d1f!8m2!3d20.702543!4d77.015949!16s/g/124yhzsl6!19sChIJS07UgQMu1zsRH22CNFj-qmA,strong rating; 100+ reviews; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Lalit Tutorials Akola,Tuition,4.3,740,7969000900,7969000900,https://lalittutorials.com,"Dwarka Nagri, Akola",,Akola,"https://www.google.com/maps/place/Lalit Tutorials, Akola/data=!4m7!3m6!1s0x3bd72e0389030dab:0x57988ed03587b7bf!8m2!3d20.7011282!4d77.0159434!16s/g/1hm2mmvmq!19sChIJqw0DiQMu1zsRv7eHNdCOmFc",strong rating; 100+ reviews; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Agrawal Commerce Academy Akola,"Commerce Classes, Tuition",5.0,2,9960220131,9960220131,,"Kapila Nagar, Akola",,Akola,https://www.google.com/maps/place/Agrawal Commerce Academy Akola/data=!4m7!3m6!1s0x3bd731b144c5b105:0xdf15053c4bcccefa!8m2!3d20.6918363!4d77.0172483!16s/g/11j3x4h_8q!19sChIJBbHFRLEx1zsR-s7MSzwFFd8,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Akola Coaching Classes,"Banking, Tuition",5.0,1,9834427915,9834427915,,"Kaulkhed, Akola",Barshitakli,Akola,https://www.google.com/maps/place/Akola Coaching Classes/data=!4m7!3m6!1s0x3bd72d1e2b1efd93:0x88f35ce062e3e008!8m2!3d20.675979!4d77.015749!16s/g/11y1h5w56w!19sChIJk_0eKx4t1zsRCODjYuBc84g,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Ameen Classes,"IIT JEE, Tuition",5.0,28,7021610412,7021610412,,"Bhawani Peth, Akola",,Akola,https://www.google.com/maps/place/Ameen Classes/data=!4m7!3m6!1s0x3bd731a431b6db0f:0xf0c5d29617aa569b!8m2!3d20.7164101!4d76.9975511!16s/g/11rqx2j3sf!19sChIJD9u2MaQx1zsRm1aqF5bSxfA,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Bhagvati Computer Akot,"Computer Classes, Tuition",5.0,1,9730126913,9730126913,,"Pawar Colony, Akot",Akot,Akola,"https://www.google.com/maps/place/Bhagvati Computer, Akot/data=!4m7!3m6!1s0x3bd71b79b1eb3437:0x23f6bed0384353c7!8m2!3d21.0941624!4d77.0544573!16s/g/11rs07vdjy!19sChIJNzTrsXkb1zsRx1NDONC-9iM",strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Chetan Sir's Calculus Academy,Tuition,5.0,70,9022282656,9022282656,,"Tapadia Nagar, Akola",,Akola,https://www.google.com/maps/place/Chetan Sir's Calculus Academy/data=!4m7!3m6!1s0x3bd73150e1d40289:0x81935041d2773079!8m2!3d20.7171997!4d77.0091522!16s/g/11v_5gmwvx!19sChIJiQLU4VAx1zsReTB30kFQk4E,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Chevron The English World The Institute Of Child & Human Development,"Spoken English, Tuition, English Academy",5.0,13,9922840832,9922840832,,"Ranpise Nagar, Akola",,Akola,https://www.google.com/maps/place/Chevron The English World The Institute Of Child & Human Development/data=!4m7!3m6!1s0x3bd72fcb958baab5:0x63c8bf3444d1cbe5!8m2!3d20.706653!4d77.0142177!16s/g/11rtzb2wtx!19sChIJtaqLlcsv1zsR5cvRRDS_yGM,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Commerce Classes,"Commerce Classes, Tuition",5.0,45,6367923120,6367923120,,"Shivane, Pune",Balapur,Akola,https://www.google.com/maps/place/Commerce classes/data=!4m7!3m6!1s0x3bc295007e1de9c5:0xee483b0efaa0dfb5!8m2!3d18.4660241!4d73.791074!16s/g/11yhdfpjvk!19sChIJxekdfgCVwjsRtd-g-g47SO4,strong rating; no website; mobile/WhatsApp reachable; education keyword match
90,HIGH PRIORITY,Divya Maam's Chemia Coaching Classes,Tuition,5.0,108,9325515878,9325515878,,"Ranpise Nagar, Akola",,Akola,https://www.google.com/maps/place/DIVYA MAAM'S CHEMIA COACHING CLASSES/data=!4m7!3m6!1s0x3bd7311916f8de35:0x9eca3695c6a76717!8m2!3d20.7058415!4d77.0114264!16s/g/11q2rrt002!19sChIJNd74Fhkx1zsRF2enxpU2yp4,strong rating; 100+ reviews; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Dynamic Coaching Classes,"IIT JEE, Tuition",5.0,9,9765244367,9765244367,,"Bhawani Peth, Akola",,Akola,https://www.google.com/maps/place/Dynamic Coaching Classes/data=!4m7!3m6!1s0x3bd7314e739a41dd:0xcf35ee1bc46205c7!8m2!3d20.7192391!4d76.9983106!16s/g/11kpxsprjw!19sChIJ3UGac04x1zsRxwVixBvuNc8,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Hplus Academy,IIT JEE,5.0,19,9518799058,9518799058,,"Milk Dairy Rd, Akola",,Akola,https://www.google.com/maps/place/HPlus Academy/data=!4m7!3m6!1s0x3bd72f52d7465e0f:0xc72d2b7d5ea6deac!8m2!3d20.7006726!4d77.0144482!16s/g/11fjqjv821!19sChIJD15G11Iv1zsRrN6mXn0rLcc,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Mercy Coaching And English Speaking Classes,"Spoken English, Tuition, English Academy",5.0,10,9011355996,9011355996,,"Keshavraj Vetaal, Akot",Akot,Akola,https://www.google.com/maps/place/Mercy coaching and English speaking classes/data=!4m7!3m6!1s0x3bd71b5e2cdf899d:0x61664b8a9e0e2ad7!8m2!3d21.094463!4d77.0605804!16s/g/11qydkgpdg!19sChIJnYnfLF4b1zsR1yoOnopLZmE,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Nerkar Commerce Classes,"Commerce Classes, Tuition",5.0,22,9021693805,9021693805,,"Vhb Colony, Akola",,Akola,https://www.google.com/maps/place/Nerkar Commerce Classes/data=!4m7!3m6!1s0x3bd731d3264b34d9:0x472baa1e031387f8!8m2!3d20.7071281!4d77.0093685!16s/g/11h55yqpxn!19sChIJ2TRLJtMx1zsR-IcTAx6qK0c,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Rising Super Abacus Academy,"Tuition, Abacus",5.0,2,9921834797,9921834797,,"Sbi Colony, Shegaon",Balapur,Akola,https://www.google.com/maps/place/Rising Super Abacus Academy/data=!4m7!3m6!1s0x3bd745a0e6bc072f:0x26b014f784c268fe!8m2!3d20.7887743!4d76.683566!16s/g/11vz53th1q!19sChIJLwe85qBF1zsR_mjChPcUsCY,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Sawarkar Computer Typing Institute,"Computer Classes, Tuition",5.0,2,7020470210,7020470210,,"Gaulipura, Akot",Akot,Akola,https://www.google.com/maps/place/SAWARKAR COMPUTER TYPING INSTITUTE/data=!4m7!3m6!1s0x3bd71b5ae8e800c5:0x85e9113ce9301d83!8m2!3d21.0965457!4d77.0565026!16s/g/11smnw77tq!19sChIJxQDo6Fob1zsRgx0w6TwR6YU,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Scholar's Commerce And Science Academy Akola,"Commerce Classes, Science",5.0,1,7276429064,7276429064,,"Mominpura, Akola",,Akola,https://www.google.com/maps/place/Scholar's Commerce and Science Academy Akola/data=!4m7!3m6!1s0x3bd73101da1245b5:0xa1d1bcb022148f5a!8m2!3d20.7151668!4d76.9980958!16s/g/11m9qbymt7!19sChIJtUUS2gEx1zsRWo8UIrC80aE,strong rating; no website; mobile/WhatsApp reachable; education keyword match
90,HIGH PRIORITY,Software Square Academy,"Computer Classes, Tuition",5.0,173,7020514095,7020514095,,"Ranpise Nagar, Akola",,Akola,https://www.google.com/maps/place/Software Square Academy/data=!4m7!3m6!1s0x3bd72f7c3a30e2f7:0xfc797b93ac73b3b!8m2!3d20.7067233!4d77.0140217!16s/g/11fkwcq8m1!19sChIJ9-IwOnwv1zsROzvHOrmXxw8,strong rating; 100+ reviews; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Surani Coaching Classes,"Aptitude, Tuition",5.0,4,9561556522,9561556522,,"Pr98 P3g, Paras",Balapur,Akola,https://www.google.com/maps/place/SURANI Coaching Classes/data=!4m7!3m6!1s0x3bd749d1f7dbd007:0x5f2deda6aae0cc5a!8m2!3d20.7193068!4d76.8152173!16s/g/11c6__vhty!19sChIJB9Db99FJ1zsRWszgqqbtLV8,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Suyash Coaching Classes Hiwarkhed,Tuition,5.0,1,9422352172,9422352172,,"Hiwarkhed, Akot",Akot,Akola,https://www.google.com/maps/place/Suyash coaching classes Hiwarkhed/data=!4m7!3m6!1s0x3bd71b2919b4a4cd:0xc910af3234524b32!8m2!3d21.0984375!4d77.0638125!16s/g/11kxggvzpn!19sChIJzaS0GSkb1zsRMktSNDKvEMk,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Swapnil Sir S Academy Shegaon,Science,5.0,66,7821095369,7821095369,,Shegaon,Balapur,Akola,https://www.google.com/maps/place/SWAPNIL SIR’S ACADEMY SHEGAON/data=!4m7!3m6!1s0x3bd74500644984c5:0x108287c4db3912b4!8m2!3d20.7928754!4d76.6915105!16s/g/11vwdl_rm3!19sChIJxYRJZABF1zsRtBI528SHghA,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,The Photon Academy,IIT JEE,5.0,3,8263058401,8263058401,,"Shastri Nagar, Akola",,Akola,https://www.google.com/maps/place/The Photon Academy/data=!4m7!3m6!1s0x3bd72f5424241493:0xe2f821e34a19bfc3!8m2!3d20.7071201!4d77.0166567!16s/g/11zkvwvjhx!19sChIJkxQkJFQv1zsRw78ZSuMh-OI,strong rating; no website; mobile/WhatsApp reachable; education keyword match
90,HIGH PRIORITY,Abhay Mankar Sir's Aim Coaching Classes,Tuition,4.9,264,8087960606,8087960606,,"Shastri Nagar, Akola",,Akola,https://www.google.com/maps/place/Abhay Mankar Sir's Aim Coaching Classes/data=!4m7!3m6!1s0x3bd72f12d19ff871:0xe6cb455fd6c51056!8m2!3d20.7052077!4d77.0150659!16s/g/11r9tyhl8j!19sChIJcfif0RIv1zsRVhDF1l9Fy-Y,strong rating; 100+ reviews; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Aim Coaching Classes Barshitakli,"IIT JEE, Tuition",4.9,7,7774806333,7774806333,,Barsi Takli,Barshitakli,Akola,https://www.google.com/maps/place/AIM Coaching Classes Barshitakli/data=!4m7!3m6!1s0x3bd0d38777907235:0x12916e6557794a6e!8m2!3d20.5776364!4d77.065055!16s/g/11q93tdyh7!19sChIJNXKQd4fT0DsRbkp5V2VukRI,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Chemguru Science Academy Coaching Class,"Tuition, Science",4.9,40,9970383914,9970383914,,"Ranpise Nagar, Akola",,Akola,https://www.google.com/maps/place/Chemguru Science Academy (Coaching Class)/data=!4m7!3m6!1s0x3bd731161e5307f5:0xbcbaf2b46f40bee7!8m2!3d20.7075746!4d77.0171866!16s/g/11jn4vjh22!19sChIJ9QdTHhYx1zsR575Ab7Tyurw,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Gyanam Coaching Classes,Tuition,4.9,23,7769995263,7769995263,,"Dahigaon Gawande, Akola",,Akola,https://www.google.com/maps/place/GYANAM COACHING CLASSES/data=!4m7!3m6!1s0x3bd73166fb333bad:0xdb557be11232bcdd!8m2!3d20.6896484!4d76.9915265!16s/g/11h3nn4n09!19sChIJrTsz-2Yx1zsR3bwyEuF7Vds,strong rating; no website; mobile/WhatsApp reachable; education keyword match
75,HIGH PRIORITY,Nina More Knowledge Academy,CMA,4.9,222,,,,"Manorama Bhavan, Alsi Plot 393",,Akola,https://www.google.com/maps/place/Nina More Knowledge Academy/data=!4m7!3m6!1s0x3bd731aec955fb77:0x1d7bf7c099737bd5!8m2!3d20.6998856!4d77.0049401!16s/g/11hz6tm3yy!19sChIJd_tVya4x1zsR1XtzmcD3ex0,strong rating; 100+ reviews; no website; education keyword match
90,HIGH PRIORITY,Patil Career Academy Army Navy Air Force Classes,"Army, Tuition",4.9,414,9822540356,9822540356,,"College Rd, Kolhapur",Balapur,Akola,"https://www.google.com/maps/place/Patil Career Academy (Army, Navy, Air force Classes)/data=!4m7!3m6!1s0x3bc1000909b69745:0xc5bbc87e17ee9a89!8m2!3d16.6907989!4d74.220975!16s/g/11c0p_qg7d!19sChIJRZe2CQkAwTsRiZruF37Iu8U",strong rating; 100+ reviews; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Shree Commerce Coaching Classes,"Commerce Classes, Tuition",4.9,69,9970544880,9970544880,,"Rokadiya Nagar, Shegaon",Balapur,Akola,https://www.google.com/maps/place/Shree Commerce Coaching Classes/data=!4m7!3m6!1s0x3bd745a1217ff5d5:0xefe00eb98c388540!8m2!3d20.7900963!4d76.6907231!16s/g/11gfnhh2h1!19sChIJ1fV_IaFF1zsRQIU4jLkO4O8,strong rating; no website; mobile/WhatsApp reachable; education keyword match
90,HIGH PRIORITY,The Winner Academy,"Police Bharti, Tuition",4.9,114,9834036854,9834036854,,"Gadge Nagar, Amravati",Balapur,Akola,https://www.google.com/maps/place/The Winner Academy/data=!4m7!3m6!1s0x3bd6a3172ec64387:0x2f87558561506c14!8m2!3d20.9472479!4d77.7662206!16s/g/11py74q9x3!19sChIJh0PGLhej1jsRFGxQYYVVhy8,strong rating; 100+ reviews; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Triratna English Classes,"Spoken English, Tuition, English Academy",4.9,11,7972911480,7972911480,,"Chhoti Umari, Akola",,Akola,https://www.google.com/maps/place/Triratna English Classes/data=!4m7!3m6!1s0x3bd72e194b1ed48b:0x99c46a9d2bad3944!8m2!3d20.7125689!4d77.0162439!16s/g/11bztgzy3y!19sChIJi9QeSxku1zsRRDmtK51qxJk,strong rating; no website; mobile/WhatsApp reachable; education keyword match
70,HIGH PRIORITY,Universal Ms Cit Computer Institute And Maths & Physics Classes Akot,"Computer Classes, Tuition, Science, Mathematics",4.9,10,9762652365,9762652365,,"Gajanan Nagar, Akot",Akot,Akola,https://www.google.com/maps/place/UNIVERSAL MS-CIT COMPUTER INSTITUTE and Maths & Physics Classes Akot/data=!4m7!3m6!1s0x3bd71b58b6da3c27:0x589b4f0f18b8ad1d!8m2!3d21.1025775!4d77.059262!16s/g/11p02fxzts!19sChIJJzzatlgb1zsRHa24GA9Pm1g,strong rating; no website; mobile/WhatsApp reachable; education keyword match
90,HIGH PRIORITY,Vedant Computer Institute,"Computer Classes, Tuition",4.9,125,9823355126,9823355126,,"Ranpise Nagar, Akola",,Akola,https://www.google.com/maps/place/Vedant Computer Institute/data=!4m7!3m6!1s0x3bd72f0667cdce8b:0x83e9edb20ba21ea4!8m2!3d20.7078817!4d77.0172681!16s/g/11pkbdp33r!19sChIJi87NZwYv1zsRpB6iC7Lt6YM,strong rating; 100+ reviews; no website; mobile/WhatsApp reachable; education keyword match
90,HIGH PRIORITY,Aspire The Institute Of Human Development,"Spoken English, Tuition, English Academy",4.8,254,8275726017,8275726017,,"Sahakar Nagar, Akola",,Akola,"https://www.google.com/maps/place/ASPIRE, The Institute Of Human Development/data=!4m7!3m6!1s0x3bd72dfcfd24613b:0x2b77fa67500f6b87!8m2!3d20.6909117!4d77.0196921!16s/g/11b6pcgbjh!19sChIJO2Ek_fwt1zsRh2sPUGf6dys",strong rating; 100+ reviews; no website; mobile/WhatsApp reachable; education keyword match
