business_name,niche,phone,whatsapp,rating,reviews,website_status,branch_signal,digital_score,priority_score,maps_link,district,city,website,short_address,taluka
Saksham Ias Academy And Library,UPSC,7040554422,7040554422,4.8,229,no_website,single_location,95,85,https://www.google.com/maps/place/Saksham IAS academy And library/data=!4m7!3m6!1s0x3bdcb1b97116cc61:0x4286716b6bf203fe!8m2!3d19.1051075!4d74.7297398!16s/g/11qpqbhqv7!19sChIJYcwWcbmx3DsR_gPya2txhkI,Ahmednagar,,,"Sudke Mala, Ahmednagar",
Sarang Gujarathi's Commerce Academy,11th 12th Science,8408087676,8408087676,4.6,119,no_website,single_location,95,85,https://www.google.com/maps/place/Sarang Gujarathi's Commerce Academy - Main Branch (SGCA)/data=!4m7!3m6!1s0x3bdcb1eba52137bf:0x9d04d71c5d2f57e8!8m2!3d19.104063!4d74.7303745!16s/g/11h7j0bsgw!19sChIJvzchpeux3DsR6FcvXRzXBJ0,Ahmednagar,,,"Sudke Mala, Ahmednagar",
Ghonse Maths Academy,NEET,9762659465,9762659465,4.4,162,no_website,single_location,95,85,https://www.google.com/maps/place/Ghonse Maths Academy/data=!4m7!3m6!1s0x3bdcba7dc83d4fef:0x4502403798ef6b1d!8m2!3d19.1203002!4d74.7314275!16s/g/1hm2vhkzv!19sChIJ7089yH263DsRHWvvmDdAAkU,Ahmednagar,,,"Savedi, Ahmednagar",
Map Spoken English Classes,English Speaking,9890457462,9890457462,4.7,20,weak_website,single_location,85,80,https://www.google.com/maps/place/MAP Spoken English Classes/data=!4m7!3m6!1s0x3bdcb1752d1b787f:0x68f2a89f8c91a23e!8m2!3d19.067245!4d74.7100495!16s/g/11f9vvn2ch!19sChIJf3gbLXWx3DsRPqKRjJ-o8mg,Ahmednagar,,http://facebook.com,"Kedgaon, Ahmednagar",
Global Vision Spoken English Academy L Gva L Global English App Live Online Class L Best Offline Spoken English Class,English Speaking,7066996996,7066996996,4.8,543,active_website,single_location,70,80,https://www.google.com/maps/place/Global Vision Spoken English Academy l GVA l Global English App Live Online class l Best Offline Spoken English Class/data=!4m7!3m6!1s0x3bdcb1543c47755f:0xaaf414261fb73b47!8m2!3d19.1053501!4d74.730319!16s/g/11rltfwmnc!19sChIJX3VHPFSx3DsRRzu3HyYU9Ko,Ahmednagar,,http://globalenglishapp.com,"Sudke Mala, Ahmednagar",
Shreee Ganesh Classes,11th 12th Science,9834768688,9834768688,5.0,60,no_website,single_location,95,75,https://www.google.com/maps/place/Shreee Ganesh Classes !/data=!4m7!3m6!1s0x3bdcb06155555555:0xc2c3ca8ce6a03bee!8m2!3d19.1045988!4d74.7363815!16s/g/11hbt4tk_7!19sChIJVVVVVWGw3DsR7jug5ozKw8I,Ahmednagar,,,"Tarakpur, Ahmednagar",
Ashish Tattu's Excellence Classes,English Speaking,9029349483,9029349483,5.0,53,no_website,single_location,95,75,https://www.google.com/maps/place/Ashish Tattu's Excellence Classes/data=!4m7!3m6!1s0x3bdcba7db6227257:0x750996340347862a!8m2!3d19.1215416!4d74.7368891!16s/g/11g892r6j3!19sChIJV3Iitn263DsRKoZHAzSWCXU,Ahmednagar,,,"Savedi, Ahmednagar",
Darkundes Science Classes,11th 12th Science,9096302244,9096302244,5.0,48,no_website,single_location,95,75,https://www.google.com/maps/place/Darkundes Science Classes/data=!4m7!3m6!1s0x3bdcb127f90d7467:0x2f86ed0580a534ad!8m2!3d19.0637828!4d74.6990946!16s/g/11g027rf5b!19sChIJZ3QN-Sex3DsRrTSlgAXthi8,Ahmednagar,,,"Kedgaon, Ahmednagar",
Atharva Maths Classes,11th 12th Science,9890664006,9890664006,5.0,37,no_website,single_location,95,75,https://www.google.com/maps/place/Atharva Maths Classes/data=!4m7!3m6!1s0x3bdcb114a03b1689:0x9a72d639aa5cf72e!8m2!3d19.0979087!4d74.7379532!16s/g/11xlb1d_0m!19sChIJiRY7oBSx3DsRLvdcqjnWcpo,Ahmednagar,,,"Teli Khunt Rd, Ahmednagar",
Maths World Academy,IIT JEE,7020844450,7020844450,5.0,26,no_website,single_location,95,75,https://www.google.com/maps/place/Maths World Academy/data=!4m7!3m6!1s0x3bdcbb55217d70a1:0x2d01fb4ce017bd04!8m2!3d19.1292841!4d74.7320018!16s/g/11fkdyqj07!19sChIJoXB9IVW73DsRBL0X4Ez7AS0,Ahmednagar,,,"Bhistabag, Ahmednagar",
Aims Aryabhatt Institute Of Mathematics & Sciences,11th 12th Science,8446723960,8446723960,5.0,24,no_website,single_location,95,75,https://www.google.com/maps/place/AIMS Aryabhatt Institute of Mathematics & Sciences/data=!4m7!3m6!1s0x3bdcbbbc47d97d27:0xd7b57adbf782f081!8m2!3d19.1204319!4d74.7313898!16s/g/11jfcwqc01!19sChIJJ33ZR7y73DsRgfCC99t6tdc,Ahmednagar,,,"Savedi, Ahmednagar",
I Can Training Institute Ahilyanagar,NEET,8668604127,8668604127,5.0,21,no_website,single_location,95,75,https://www.google.com/maps/place/I Can Training Institute Ahilyanagar/data=!4m7!3m6!1s0x3bdcbb1be50cdd4d:0xbcf880ea706d11bd!8m2!3d19.13999!4d74.7419145!16s/g/11ywj62zsp!19sChIJTd0M5Ru73DsRvRFtcOqA-Lw,Ahmednagar,,,"Savedi, Ahmednagar",
J.k. Academy All Subjects Under One Roof,11th 12th Science,9623685696,9623685696,4.9,64,no_website,single_location,95,75,https://www.google.com/maps/place/J.K. ACADEMY (All subjects under one roof)/data=!4m7!3m6!1s0x3bdcb154b17c5511:0x449b6e149d5a9b7f!8m2!3d19.0792083!4d74.7713032!16s/g/11txjgb67z!19sChIJEVV8sVSx3DsRf5tanRRum0Q,Ahmednagar,,,"Jakat Naka, Darewadi",
Ramdin Physics Academy,"IIT JEE, 11th 12th Science",8308667003,8308667003,4.9,57,no_website,single_location,95,75,https://www.google.com/maps/place/Ramdin Physics Academy/data=!4m7!3m6!1s0x3bdcba7d1f39f007:0x97d4ca2a8423ba02!8m2!3d19.1235483!4d74.7304162!16s/g/11fy953dq8!19sChIJB_A5H3263DsRArojhCrK1Jc,Ahmednagar,,,"Savedi, Ahmednagar",
Karale Math & B K Physics Academy A.ngar,11th 12th Science,9923222488,9923222488,4.9,55,no_website,single_location,95,75,"https://www.google.com/maps/place/Karale Math & B K PHYSICS ACADEMY,A.NGAR/data=!4m7!3m6!1s0x3bdcba7d31aaa3f7:0x811f3d81922bd59b!8m2!3d19.1241897!4d74.7316935!16s/g/11cs5b2w09!19sChIJ96OqMX263DsRm9UrkoE9H4E",Ahmednagar,,,"Savedi, Ahmednagar",
8 To 10 All Subjects Ahmednagar Vision Academy,11th 12th Science,8830110501,8830110501,4.9,43,no_website,single_location,95,75,https://www.google.com/maps/place/Best Coaching Classes 8 to 10 All Subjects Ahmednagar Vision Academy/data=!4m7!3m6!1s0x3bdcba7dea5abf23:0xebadecdf55742870!8m2!3d19.1198772!4d74.7349513!16s/g/11f32mrvp7!19sChIJI79a6n263DsRcCh0Vd_sres,Ahmednagar,,,"Nepti Suburban, Ahmednagar",
Kumar Academy Rajiv Sir,11th 12th Science,9960632811,9960632811,4.8,25,no_website,single_location,95,75,https://www.google.com/maps/place/KUMAR ACADEMY (RAJIV SIR)/data=!4m7!3m6!1s0x3bdcb1cb30517475:0xf66a7436ac92654a!8m2!3d19.0775!4d74.77274!16s/g/11c0xcwpf8!19sChIJdXRRMMux3DsRSmWSrDZ0avY,Ahmednagar,,,"Arun Vaidya Colony, Darewadi",
Believe Study Hub,English Speaking,9552061744,9552061744,4.7,227,no_website,single_location,95,75,https://www.google.com/maps/place/Believe Study Hub/data=!4m7!3m6!1s0x3bdcb14ecd64413d:0x5b896991259166dd!8m2!3d19.0965732!4d74.7343411!16s/g/11fslltqnr!19sChIJPUFkzU6x3DsR3WaRJZFpiVs,Ahmednagar,,,"Sarjepura City, Ahmednagar",
Kandake Chemistry Academy,11th 12th Science,9860729992,9860729992,4.7,28,no_website,single_location,95,75,https://www.google.com/maps/place/Kandake Chemistry Academy/data=!4m7!3m6!1s0x3bdcba7db7b885bb:0x5d0690e9b57f239c!8m2!3d19.1203675!4d74.7311564!16s/g/11r8_jc6k!19sChIJu4W4t3263DsRnCN_temQBl0,Ahmednagar,,,"Savedi, Ahmednagar",
Unicorn Academy,UPSC,7507607702,7507607702,4.6,29,no_website,single_location,95,75,https://www.google.com/maps/place/Unicorn Academy/data=!4m7!3m6!1s0x3bdcbb006bf7a19d:0x8d4fc2317715d94d!8m2!3d19.1214518!4d74.7357021!16s/g/11vzdkbdcs!19sChIJnaH3awC73DsRTdkVdzHCT40,Ahmednagar,,,"Savedi, Ahmednagar",
Fca Academy,11th 12th Science,9422227464,9422227464,4.6,26,no_website,single_location,95,75,https://www.google.com/maps/place/FCA Academy/data=!4m7!3m6!1s0x3bdcb063d0f77fc5:0xc44451e61f7a497f!8m2!3d19.0967755!4d74.7373284!16s/g/11hbg8pk9d!19sChIJxX_30GOw3DsRf0l6H-ZRRMQ,Ahmednagar,,,"Nalegaon, Ahmednagar",
Uddhav Academy English Medium School,English Speaking,9822834949,9822834949,4.5,32,no_website,single_location,95,75,https://www.google.com/maps/place/Uddhav Academy English Medium School/data=!4m7!3m6!1s0x3bdcb09179229069:0x907cea3203d3a6d7!8m2!3d19.0936546!4d74.7208436!16s/g/11dxkvtgx1!19sChIJaZAieZGw3DsR16bTAzLqfJA,Ahmednagar,,,"Samata Nagar, Ahmednagar",
Gawande Maths Classes,NEET,9955352323,9955352323,4.5,31,no_website,single_location,95,75,https://www.google.com/maps/place/Gawande Maths Classes/data=!4m7!3m6!1s0x3bdcb0625bd6f1e1:0xac93ca03b8317d34!8m2!3d19.1044228!4d74.7303813!16s/g/11g6ypbh0k!19sChIJ4fHWW2Kw3DsRNH0xuAPKk6w,Ahmednagar,,,"Bagade Mala, Ahmednagar",
Pol Class,11th 12th Science,9970415919,9970415919,4.4,50,no_website,single_location,95,75,https://www.google.com/maps/place/POL Class/data=!4m7!3m6!1s0x3bdcba62ad1ce1d1:0x4571b15392687a93!8m2!3d19.1247416!4d74.7331799!16s/g/11ggphwqv_!19sChIJ0eEcrWK63DsRk3poklOxcUU,Ahmednagar,,,"Savedi, Ahmednagar",
Joshi Physics Classes,"NEET, 11th 12th Science",9422740495,9422740495,4.4,22,no_website,single_location,95,75,https://www.google.com/maps/place/Joshi Physics Classes/data=!4m7!3m6!1s0x3bdcba7d02922463:0xc19f9c01d39f6f8a!8m2!3d19.1223679!4d74.7308402!16s/g/11f093swxq!19sChIJYySSAn263DsRim-f0wGcn8E,Ahmednagar,,,"Savedi, Ahmednagar",
Achievers Educare,IIT JEE,8600400200,8600400200,4.6,28,no_website,single_location,95,65,https://www.google.com/maps/place/Achievers Educare/data=!4m7!3m6!1s0x3bdcba80c62cb2cf:0x2e33db4ef8fe7b96!8m2!3d19.1193159!4d74.735812!16s/g/11gb3qxsg4!19sChIJz7IsxoC63DsRlnv--E7bMy4,Ahmednagar,,,"Savedi, Ahmednagar",
Rupibai Motilalji Bora New English School,English Speaking,8275200117,8275200117,4.3,80,no_website,single_location,95,65,https://www.google.com/maps/place/Rupibai Motilalji Bora New English School/data=!4m7!3m6!1s0x3bdcb0600225f959:0x51f70ce3a976f4b5!8m2!3d19.0899034!4d74.7334503!16s/g/1twyx_gq!19sChIJWfklAmCw3DsRtfR2qeMM91E,Ahmednagar,,,"Maliwada, Ahmednagar",
Katariya Technical Institute,11th 12th Science,8855061765,8855061765,5.0,75,weak_website,single_location,85,65,https://www.google.com/maps/place/Katariya Technical Institute/data=!4m7!3m6!1s0x3bdcb0640000817d:0xc38619623775c0cf!8m2!3d19.1029562!4d74.7373299!16s/g/11f3w4qsyj!19sChIJfYEAAGSw3DsRz8B1N2IZhsM,Ahmednagar,,https://facebook.com,"Sarjepura Rd, Ahmednagar",
Smash Table Tennis Academy,11th 12th Science,9673111189,9673111189,4.8,94,weak_website,single_location,85,65,https://www.google.com/maps/place/SMASH Table Tennis Academy/data=!4m7!3m6!1s0x3bdcbb0d339d9a99:0xf641e5375cf45a96!8m2!3d19.1216024!4d74.7463523!16s/g/11mb5q3ztk!19sChIJmZqdMw273DsRllr0XDflQfY,Ahmednagar,,https://instagram.com,"'omkar', Ahmednagar",
I Care Spoken English Classes,English Speaking,9420797468,9420797468,,,no_website,single_location,70,65,https://www.google.com/maps/place/I Care Spoken English Classes/data=!4m7!3m6!1s0x3bdcb10333d90467:0xf8ac7a699e57aeea!8m2!3d19.1074402!4d74.741235!16s/g/11xlhg8jf9!19sChIJZwTZMwOx3DsR6q5Xnml6rPg,Ahmednagar,,,"Sindhi Colony, Ahmednagar",
Todmal Commerce Academy,11th 12th Science,9960098090,9960098090,5.0,323,active_website,single_location,70,65,https://www.google.com/maps/place/TODMAL COMMERCE ACADEMY/data=!4m7!3m6!1s0x3bdcb08a1d6c47dd:0xbe2533b1aeb1b19c!8m2!3d19.0956179!4d74.7328733!16s/g/11c5g8v242!19sChIJ3UdsHYqw3DsRnLGxrrEzJb4,Ahmednagar,,http://todmalsacademy.com,"Oppo. Ashirwad Chiwada, Ahmednagar",
Bts Coaching Center Bridge To Success,NEET,7020727471,7020727471,5.0,63,active_website,multiple_branches,70,65,https://www.google.com/maps/place/BTS Coaching center (BRIDGE TO SUCCESS)/data=!4m7!3m6!1s0x3bdcbb188500f7a1:0x1916a95eb98de75f!8m2!3d19.1388343!4d74.7557919!16s/g/11xnctml92!19sChIJofcAhRi73DsRX-eNuV6pFhk,Ahmednagar,,https://spage.in,"Surya Nagar, Burhanagar",
Success Science Academy,"IIT JEE, NEET, 11th 12th Science, MHT-CET, CET",8830002899,8830002899,4.9,505,active_website,single_location,70,65,https://www.google.com/maps/place/Success Science Academy NEET JEE MHT-CET Classes/data=!4m7!3m6!1s0x3bdcbbac31d4779d:0x7447213f587c2f28!8m2!3d19.123545!4d74.7304099!16s/g/11q1lg0drf!19sChIJnXfUMay73DsRKC98WD8hR3Q,Ahmednagar,,https://successscienceacademy.com,"Savedi, Ahmednagar",
Kd's Classes Ahilyanagar,CET,9511677064,9511677064,4.9,438,active_website,single_location,70,65,"https://www.google.com/maps/place/KD's Classes, Ahilyanagar/data=!4m7!3m6!1s0x3bdcba85f781f58d:0x3addc1c9387a7f10!8m2!3d19.1170543!4d74.7358786!16s/g/11m_vyv03r!19sChIJjfWB94W63DsREH96OMnB3To",Ahmednagar,,http://kdsclass.com,"Savedi, Ahmednagar",
Shri Sandipani Academy Ahilyanagar,11th 12th Science,7501988988,7501988988,4.8,588,active_website,single_location,70,65,https://www.google.com/maps/place/Shri Sandipani Academy Ahilyanagar/data=!4m7!3m6!1s0x3bdcbbe52cd56be9:0xce4b17aac19a853f!8m2!3d19.1285841!4d74.7392497!16s/g/11h3qbvx49!19sChIJ6WvVLOW73DsRP4WawaoXS84,Ahmednagar,,http://shrisandipaniacademy.in,"Bhistabag, Ahmednagar",
Ica Edu Skills Accounting And Taxation Training Institute Ahilyanagar,UPSC,8600020207,8600020207,4.8,110,active_website,single_location,70,65,https://www.google.com/maps/place/ICA Edu Skills Accounting and Taxation Training Institute Ahilyanagar/data=!4m7!3m6!1s0x3bdcb080336c9ab5:0xa2eed056ded46217!8m2!3d19.1121688!4d74.730941!16s/g/11c57d1s1c!19sChIJtZpsM4Cw3DsRF2LU3lbQ7qI,Ahmednagar,,https://icajobguarantee.com,"Mahavir Nagar, Ahmednagar",
Shrikrishna Institute,English Speaking,7058686100,7058686100,4.7,108,active_website,single_location,70,65,https://www.google.com/maps/place/Shrikrishna Institute/data=!4m7!3m6!1s0x3bdcb0628bccfd23:0xb61ae228fc0b6f87!8m2!3d19.098975!4d74.7332279!16s/g/12hpr36gb!19sChIJI_3Mi2Kw3DsRh28L_CjiGrY,Ahmednagar,,http://krishnainsti.com,"Sarjepura City, Ahmednagar",
Disha Computer Institute In Ahmednagar Best Computer Class For Tally Graphic Design Coding C Programming In Delhi Gate,11th 12th Science,9371051769,9371051769,4.6,365,active_website,single_location,70,65,"https://www.google.com/maps/place/Disha Computer Institute in Ahmednagar Best Computer Class for Tally, Graphic Design, Coding, C Programming In Delhi Gate/data=!4m7!3m6!1s0x3bdcb0615555554f:0xe147efa995929e2!8m2!3d19.097643!4d74.7322814!16s/g/11c6cxvznj!19sChIJT1VVVWGw3DsR4ilZmfp-FA4",Ahmednagar,,http://dishagroup.in,"Sarjepura City, Ahmednagar",
J.j Science Academy Ahilyanagar,11th 12th Science,9604225588,9604225588,4.4,147,active_website,single_location,70,65,"https://www.google.com/maps/place/J.J Science Academy,Ahilyanagar/data=!4m7!3m6!1s0x3bdcb1031c01e5d7:0x11ba34a0abe63e60!8m2!3d19.1256374!4d74.7485889!16s/g/11gnsp04ph!19sChIJ1-UBHAOx3DsRYD7mq6A0uhE",Ahmednagar,,https://jjsa.in,"Pipeline Rd, Savedi",
Unacademy Coaching Helpline Ahmadnagar IIT JEE NEET & Foundation Classes,"IIT JEE, NEET, 11th 12th Science",6366526955,6366526955,,,active_website,single_location,45,65,"https://www.google.com/maps/place/Unacademy Coaching Helpline Ahmadnagar IIT JEE, NEET & Foundation Classes/data=!4m7!3m6!1s0x3bdcbb292feade9d:0x3b59f56dd9d2908c!8m2!3d19.121245!4d74.7420236!16s/g/11yfj3slv1!19sChIJnd7qLym73DsRjJDS2W31WTs",Ahmednagar,,https://unacademy.com,"Savedi, Ahmednagar",
Catalyser,11th 12th Science,8237658801,8237658801,5.0,58,no_website,single_location,90,60,https://www.google.com/maps/place/Catalyser/data=!4m7!3m6!1s0x3bdcbb9cab3b04bf:0xfa66c19ab90fa144!8m2!3d19.1234421!4d74.7301836!16s/g/11swzjdbff!19sChIJvwQ7q5y73DsRRKEPuZrBZvo,Ahmednagar,,,"Savedi, Ahmednagar",
Scholars Hub International School,NEET,9923608313,9923608313,4.9,52,weak_website,single_location,85,55,https://www.google.com/maps/place/SCHOLARS HUB INTERNATIONAL SCHOOL/data=!4m7!3m6!1s0x3bdcb1869cbe13ef:0xed8b30924cca6544!8m2!3d19.0956261!4d74.7445115!16s/g/11ry2bc_8x!19sChIJ7xO-nIax3DsRRGXKTJIwi-0,Ahmednagar,,https://instagram.com,"Nalegaon, Ahmednagar",
Amol Sayambar's Master Mind Academy,UPSC,9960933377,9960933377,5.0,99,active_website,single_location,70,55,https://www.google.com/maps/place/Amol Sayambar's Master Mind Academy/data=!4m7!3m6!1s0x3bdcb14dd77ecfd5:0x8d78b9b1cd954067!8m2!3d19.1012417!4d74.7312111!16s/g/11j933s7t_!19sChIJ1c9-102x3DsRZ0CVzbG5eI0,Ahmednagar,,https://amold.on-app.in,"Nepti Suburban, Ahmednagar",
Shreem Classes,NEET,9890420209,9890420209,5.0,21,active_website,single_location,70,55,https://www.google.com/maps/place/Shreem Classes/data=!4m7!3m6!1s0x3bdcbb4212becbb7:0x85507b8959ca78f7!8m2!3d19.1226339!4d74.738249!16s/g/11ldqgwx4n!19sChIJt8u-EkK73DsR93jKWYl7UIU,Ahmednagar,,https://shreemclasses.com,"Savedi, Ahmednagar",
Aasha Handwriting Classes,English Speaking,7044727044,7044727044,4.9,57,active_website,single_location,70,55,https://www.google.com/maps/place/Aasha Handwriting Classes/data=!4m7!3m6!1s0x3bdcb1fa0a248a0b:0xf2fd03811dd68c2e!8m2!3d19.0800146!4d74.7436832!16s/g/11h_wy_6cn!19sChIJC4okCvqx3DsRLozWHYED_fI,Ahmednagar,,http://elixir.org.in,"Iwale Nagar, Ahmednagar",
Kalam Coaching Classes,NEET,8605213286,8605213286,4.9,23,active_website,single_location,70,55,https://www.google.com/maps/place/KALAM COACHING CLASSES/data=!4m7!3m6!1s0x3bdcb1bb6ae40285:0xf9539871f8efb274!8m2!3d19.0940886!4d74.7468431!16s/g/11twgywprm!19sChIJhQLkarux3DsRdLLv-HGYU_k,Ahmednagar,,https://connectitapp.in,"M.i.r.c Ahmednagar, Ahmednagar",
Bright Future English Phonics And Grammar Academy,English Speaking,9511893783,9511893783,4.9,22,active_website,single_location,70,55,https://www.google.com/maps/place/Bright Future English Phonics and Grammar Academy/data=!4m7!3m6!1s0x3bdcbb3cbd2a8715:0xc1f38ad10ecc70df!8m2!3d19.1306195!4d74.7319779!16s/g/11v0bf1c03!19sChIJFYcqvTy73DsR33DMDtGK88E,Ahmednagar,,http://otsguru.com,"Savedi, Ahmednagar",
Makeuca CA CS CMA Test Series And 1 Mentoring,11th 12th Science,8788985767,8788985767,4.5,707,active_website,single_location,70,55,https://www.google.com/maps/place/MAKEUCA CA/CS/CMA Test Series and 1:1 Mentoring/data=!4m7!3m6!1s0x3bdcbbdc1cf126cb:0x3e75a29d802cdf39!8m2!3d21.0680074!4d82.7525294!16s/g/11r_psj133!19sChIJyybxHNy73DsROd8sgJ2idT4,Ahmednagar,,https://makeuca.com,,
Vidyasagar Coaching Classes,"NEET, MPSC",7020284619,7020284619,4.5,25,active_website,single_location,70,55,https://www.google.com/maps/place/Vidyasagar Coaching Classes/data=!4m7!3m6!1s0x3bdcba87d33a92bb:0xd4ea402a293688af!8m2!3d19.1246438!4d74.7365424!16s/g/11c5rp5_95!19sChIJu5I604e63DsRr4g2KSpA6tQ,Ahmednagar,,https://vcc2001.teachmint.in,"Savedi, Ahmednagar",
Garud Zep Career Army Academy,11th 12th Science,8048034454,8048034454,4.3,60,active_website,single_location,70,55,https://www.google.com/maps/place/Garud Zep Career army Academy/data=!4m7!3m6!1s0x3bdcb13579d5bb5b:0x34327762b751f6f1!8m2!3d19.1293135!4d74.7549674!16s/g/11g1gp7yhm!19sChIJW7vVeTWx3DsR8fZRt2J3MjQ,Ahmednagar,,https://garudzep.com,"Ahmednagar, Ahmednagar",
Afinity Spocken English Classes,English Speaking,9423225020,9423225020,,,no_website,single_location,70,50,https://www.google.com/maps/place/Afinity Spocken English Classes/data=!4m7!3m6!1s0x3bdcba5fc0c3ea69:0x3c8653b2d1927517!8m2!3d19.137657!4d74.731952!16s/g/11s82yvxf2!19sChIJaerDwF-63DsRF3WS0bJThjw,Ahmednagar,,,"Savedi, Ahmednagar",
Expert's Science Academy,11th 12th Science,9422229997,9422229997,,,no_website,single_location,70,50,https://www.google.com/maps/place/Expert's Science Academy/data=!4m7!3m6!1s0x3bdcbbd7895a71c5:0x7b80df24db1fab7d!8m2!3d19.1212935!4d74.741733!16s/g/11mnm_m2t7!19sChIJxXFaide73DsRfasf2yTfgHs,Ahmednagar,,,"Savedi, Ahmednagar",
Success Science Academy,11th 12th Science,7507208474,7507208474,,,no_website,single_location,70,50,https://www.google.com/maps/place/Success Science Academy/data=!4m7!3m6!1s0x3bdcb1f992c43c69:0xa66c65621f0781ca!8m2!3d19.0694613!4d74.6992088!16s/g/11ycjylh7g!19sChIJaTzEkvmx3DsRyoEHH2JlbKY,Ahmednagar,,,"Kedgaon, Ahmednagar",
Podar International School Ahilyanagar Cbse,11th 12th Science,7420858408,7420858408,4.5,97,active_website,single_location,70,45,https://www.google.com/maps/place/Podar International School Ahilyanagar (CBSE)/data=!4m7!3m6!1s0x3bdcb0c4b082f5ef:0x16719a4bb0e36d2b!8m2!3d19.0764415!4d74.7033677!16s/g/11c2pjhhym!19sChIJ7_WCsMSw3DsRK23jsEuacRY,Ahmednagar,,https://podareducation.org,"Kedgaon, Ahmednagar",
