business_name,niche,phone,whatsapp,rating,reviews,website_status,branch_signal,digital_score,priority_score,maps_link,district,city,website,short_address,taluka
Vsm And Kgp Sir's Neev Academy Akola,IIT JEE,7219542095,7219542095,4.6,174,no_website,single_location,95,85,https://www.google.com/maps/place/VSM and KGP Sir's Neev Academy Akola/data=!4m7!3m6!1s0x3bd73146e3a8aaeb:0xc719aeef190a8c74!8m2!3d20.701428!4d77.0096761!16s/g/11qrfwkpn6!19sChIJ66qo40Yx1zsRdIwKGe-uGcc,Akola,,,"Shastri Nagar, Akola",
Niraj Rathi's Career Forum Akola Nrcf,11th 12th Science,9422164530,9422164530,4.6,132,no_website,single_location,95,85,"https://www.google.com/maps/place/Niraj RATHI'S CAREER FORUM, AKOLA (NRCF)/data=!4m7!3m6!1s0x3bd731e30e0fbf93:0x45016fa912c142ac!8m2!3d20.7070151!4d77.0064332!16s/g/1pyqmrv49!19sChIJk78PDuMx1zsRrELBEqlvAUU",Akola,,,Akola,
Phadke Academy,11th 12th Science,9922332119,9922332119,4.6,125,no_website,single_location,95,85,https://www.google.com/maps/place/Phadke Academy/data=!4m7!3m6!1s0x3bd72e188974036d:0xb28ca7c786d147ff!8m2!3d20.7163284!4d77.0187986!16s/g/11cnb65n5v!19sChIJbQN0iRgu1zsR_0fRhsenjLI,Akola,,,"Jatharpeth, Akola",
Ajay Kute Academy,11th 12th Science,9823651265,9823651265,4.5,305,no_website,single_location,95,85,https://www.google.com/maps/place/Ajay Kute Academy/data=!4m7!3m6!1s0x3bd72f0e5737f7a5:0x79b9aa90d28ad2e9!8m2!3d20.7043398!4d77.011985!16s/g/11g0sqszyj!19sChIJpfc3Vw4v1zsR6dKK0pCquXk,Akola,,,"Shastri Nagar, Akola",
Sarda's Career Point,11th 12th Science,9049449933,9049449933,4.4,141,no_website,single_location,95,85,https://www.google.com/maps/place/Sarda's Career Point/data=!4m7!3m6!1s0x3bd731e287ffdecb:0xc6a7ad406d0e98da!8m2!3d20.7078637!4d77.0096763!16s/g/11dyzlz5lm!19sChIJy97_h-Ix1zsR2pgObUCtp8Y,Akola,,,,
Lalit Tutorial Campus 4,11th 12th Science,9049433433,9049433433,4.2,315,no_website,multiple_branches,95,85,https://www.google.com/maps/place/Lalit tutorial campus 4/data=!4m7!3m6!1s0x3bd72e047ec2124b:0xec1197167d1aceea!8m2!3d20.7023115!4d77.0163857!16s/g/124ypt8_3!19sChIJSxLCfgQu1zsR6s4afRaXEew,Akola,,,"Toshniwal Layout, Akola",
Elite Music Academy,Music Classes,7030302651,7030302651,4.9,151,active_website,single_location,70,80,https://www.google.com/maps/place/Elite Music Academy/data=!4m7!3m6!1s0x3bd72e1c08bebb7d:0x78aec15bef9aedf8!8m2!3d20.7105659!4d77.0158617!16s/g/11fzfbzd6m!19sChIJfbu-CBwu1zsR-O2a71vBrng,Akola,,https://akolaelitemusic.online,"Ranpise Nagar, Akola",
Guitar Studio Varad Tune Your Fingers,Music Classes,9096982332,9096982332,5.0,109,no_website,single_location,95,75,https://www.google.com/maps/place/Guitar studio varad tune your fingers/data=!4m7!3m6!1s0x3bd72f4a1bee1229:0x272c3a2505aa65e8!8m2!3d20.6965158!4d77.0119121!16s/g/11t3g9wtv_!19sChIJKRLuG0ov1zsR6GWqBSU6LCc,Akola,,,"Kirti Nagar, Akola",
Chetan Sir's Calculus Academy,11th 12th Science,9022282656,9022282656,5.0,70,no_website,single_location,95,75,https://www.google.com/maps/place/Chetan Sir's Calculus Academy/data=!4m7!3m6!1s0x3bd73150e1d40289:0x81935041d2773079!8m2!3d20.7171997!4d77.0091522!16s/g/11v_5gmwvx!19sChIJiQLU4VAx1zsReTB30kFQk4E,Akola,,,"Tapadia Nagar, Akola",
Swapnil Sir S Academy Shegaon,11th 12th Science,7821095369,7821095369,5.0,66,no_website,single_location,95,75,https://www.google.com/maps/place/SWAPNIL SIR’S ACADEMY SHEGAON/data=!4m7!3m6!1s0x3bd74500644984c5:0x108287c4db3912b4!8m2!3d20.7928754!4d76.6915105!16s/g/11vwdl_rm3!19sChIJxYRJZABF1zsRtBI528SHghA,Akola,,,Shegaon,Balapur
Ameen Classes,IIT JEE,7021610412,7021610412,5.0,28,no_website,single_location,95,75,https://www.google.com/maps/place/Ameen Classes/data=!4m7!3m6!1s0x3bd731a431b6db0f:0xf0c5d29617aa569b!8m2!3d20.7164101!4d76.9975511!16s/g/11rqx2j3sf!19sChIJD9u2MaQx1zsRm1aqF5bSxfA,Akola,,,"Bhawani Peth, Akola",
Shree Commerce Coaching Classes,11th 12th Science,9970544880,9970544880,4.9,69,no_website,single_location,95,75,https://www.google.com/maps/place/Shree Commerce Coaching Classes/data=!4m7!3m6!1s0x3bd745a1217ff5d5:0xefe00eb98c388540!8m2!3d20.7900963!4d76.6907231!16s/g/11gfnhh2h1!19sChIJ1fV_IaFF1zsRQIU4jLkO4O8,Akola,,,"Rokadiya Nagar, Shegaon",Balapur
Chemguru Science Academy Coaching Class,11th 12th Science,9970383914,9970383914,4.9,40,no_website,single_location,95,75,https://www.google.com/maps/place/Chemguru Science Academy (Coaching Class)/data=!4m7!3m6!1s0x3bd731161e5307f5:0xbcbaf2b46f40bee7!8m2!3d20.7075746!4d77.0171866!16s/g/11jn4vjh22!19sChIJ9QdTHhYx1zsR575Ab7Tyurw,Akola,,,"Ranpise Nagar, Akola",
Gyanam Coaching Classes,11th 12th Science,7769995263,7769995263,4.9,23,no_website,single_location,95,75,https://www.google.com/maps/place/GYANAM COACHING CLASSES/data=!4m7!3m6!1s0x3bd73166fb333bad:0xdb557be11232bcdd!8m2!3d20.6896484!4d76.9915265!16s/g/11h3nn4n09!19sChIJrTsz-2Yx1zsR3bwyEuF7Vds,Akola,,,"Dahigaon Gawande, Akola",
Origin Institute,IIT JEE,7776969462,7776969462,4.8,40,no_website,single_location,95,75,https://www.google.com/maps/place/Origin Institute/data=!4m7!3m6!1s0x3bd72ff1dc4aea19:0x8e314706edd34214!8m2!3d20.7057022!4d77.0154187!16s/g/11hdsfwb_5!19sChIJGepK3PEv1zsRFELT7QZHMY4,Akola,,,"Shastri Nagar, Akola",
Om Khotre Sir's Quanta Classes,IIT JEE,8446622585,8446622585,4.7,58,no_website,single_location,95,75,https://www.google.com/maps/place/Om Khotre Sir's QUANTA CLASSES/data=!4m7!3m6!1s0x3bd72e031293b4fb:0xaa1aaee0603121e7!8m2!3d20.7032559!4d77.0145865!16s/g/11hbpytx7b!19sChIJ-7STEgMu1zsR5yExYOCuGqo,Akola,,,"Shastri Nagar, Akola",
Ali Sir's Bond Career Institute,NEET,9827422145,9827422145,4.6,43,no_website,single_location,95,75,https://www.google.com/maps/place/Ali Sir's BOND CAREER INSTITUTE/data=!4m7!3m6!1s0x3bd72ff45b5c0a3d:0xe5e6e71387434983!8m2!3d20.7094248!4d77.0171285!16s/g/11gr31s0cb!19sChIJPQpcW_Qv1zsRg0lDhxPn5uU,Akola,,,"Ranpise Nagar, Akola",
Maharashtra Academy,UPSC,9371555525,9371555525,4.2,21,no_website,single_location,95,75,https://www.google.com/maps/place/Maharashtra Academy/data=!4m7!3m6!1s0x3bd7317a37dc0243:0x4a2a87c5ca2277d1!8m2!3d20.7144773!4d77.0090008!16s/g/11s2jdqrn0!19sChIJQwLcN3ox1zsR0XciysWHKko,Akola,,,"Shakambari Square So2, Durga Chowk",
4d,11th 12th Science,9156193402,9156193402,4.5,124,no_website,single_location,90,70,https://www.google.com/maps/place/4D - Gurukul/data=!4m7!3m6!1s0x3bd72e0400000001:0x448d972b0058c9f0!8m2!3d20.718837!4d77.0151753!16s/g/11t1k0ln05!19sChIJAQAAAAQu1zsR8MlYACuXjUQ,Akola,,,"Jatharpeth, Akola",
Inspire English Academy,English Speaking,8983337331,8983337331,4.9,319,active_website,single_location,75,70,https://www.google.com/maps/place/Inspire English Academy - Best Spoken English Class/data=!4m7!3m6!1s0x3bd7315ab6f1bdc9:0x4b4a64bb8af7fdc9!8m2!3d20.7085967!4d76.9917309!16s/g/11j3t0w_mv!19sChIJyb3xtlox1zsRyf33irtkSks,Akola,,http://inspireenglishacademy.com,"Shivaji Nagar, Akola",
Shastrakar Sir's Utkarsh Education Akola,11th 12th Science,9370811902,9370811902,4.7,27,no_website,single_location,95,65,https://www.google.com/maps/place/Shastrakar Sir's Utkarsh Education Akola/data=!4m7!3m6!1s0x3bd72f230cf5c23d:0xc53d1dbbe91c1a54!8m2!3d20.701811!4d77.0165106!16s/g/11fsb1djry!19sChIJPcL1DCMv1zsRVBoc6bsdPcU,Akola,,,"Toshniwal Layout, Akola",
Late Diwaliben Sedani English Medium School Akot,English Speaking,9822551209,9822551209,4.5,24,no_website,single_location,95,65,https://www.google.com/maps/place/Late Diwaliben Sedani English Medium School Akot/data=!4m7!3m6!1s0x3bd71affc279c275:0xcb049137660df8cb!8m2!3d21.1195157!4d77.0555118!16s/g/11c206xhyg!19sChIJdcJ5wv8a1zsRy_gNZjeRBMs,Akola,,,"4394 R62, Akot",Akot
Science Club Akola,11th 12th Science,7242454937,7242454937,4.3,28,no_website,single_location,95,65,https://www.google.com/maps/place/Science Club Akola/data=!4m7!3m6!1s0x3bd72e1a3157ee3b:0x838c7bdc55950913!8m2!3d20.710439!4d77.0194186!16s/g/11bbxgd8v9!19sChIJO-5XMRou1zsREwmVVdx7jIM,Akola,,,"Chhoti Umari, Akola",
Bansal Classes,"IIT JEE, NEET, MHT-CET, CET",9371594360,9371594360,4.9,233,active_website,single_location,70,65,https://www.google.com/maps/place/Bansal Classes - IIT-JEE / NEET / MHT-CET Coaching/data=!4m7!3m6!1s0x3bd731006c9a51f1:0x394dc0b0f3423530!8m2!3d20.7004459!4d77.0077931!16s/g/11wm_rj03p!19sChIJ8VGabAAx1zsRMDVC87DATTk,Akola,,https://bansalclassesakola.com,"Anand Heights, Gorakshan Rd",
Swar Academy,Music Classes,9921304300,9921304300,4.9,223,active_website,single_location,70,65,https://www.google.com/maps/place/Swar Academy/data=!4m7!3m6!1s0x3bd72e202b6d16b1:0xa845bb20e11836d5!8m2!3d20.7174329!4d77.0107362!16s/g/11c5bjzvfj!19sChIJsRZtKyAu1zsR1TYY4SC7Rag,Akola,,http://swaracademy.com,"Tapadia Nagar, Akola",
Sonbhi Guitar Academy,Music Classes,9422161587,9422161587,4.9,164,active_website,single_location,70,65,https://www.google.com/maps/place/Sonbhi guitar academy/data=!4m7!3m6!1s0x3bd72e1b326c16cd:0x22fb5738505cfb9d!8m2!3d20.7058937!4d77.0176332!16s/g/11cn3jwppn!19sChIJzRZsMhsu1zsRnftcUDhX-yI,Akola,,https://youtube.com,"Jawahar Nagar Rd, Akola",Akola
Soneji Coaching Classes Akola,11th 12th Science,9860062631,9860062631,4.8,117,active_website,single_location,70,65,"https://www.google.com/maps/place/Soneji Coaching Classes, Akola/data=!4m7!3m6!1s0x3bd72ff2506464eb:0x8869d93883cdeca7!8m2!3d20.7190354!4d77.0108728!16s/g/11h6wrr3fm!19sChIJ62RkUPIv1zsRp-zNgzjZaYg",Akola,,http://sonejicoachingclasses.com,"Tapadia Nagar, Akola",
Spoton English Academy,English Speaking,9156140381,9156140381,4.7,109,active_website,single_location,70,65,https://www.google.com/maps/place/Spoton english academy/data=!4m7!3m6!1s0x3bd731842d38bd89:0x74de0cb7e9d0d2d2!8m2!3d20.7264891!4d77.0015609!16s/g/11t7sxt45m!19sChIJib04LYQx1zsR0tLQ6bcM3nQ,Akola,,https://spotonenglish.in,"Akot Fail, Akola",
Anees Classes,"IIT JEE, NEET",9890826344,9890826344,4.5,971,active_website,single_location,70,65,"https://www.google.com/maps/place/Anees Classes - Best NDA, CDS, AFCAT, SPI, JEE & NEET Coaching Classes in Pune/data=!4m7!3m6!1s0x3bc2c14576367b57:0x18fa8573335c660!8m2!3d18.5762597!4d73.8754298!16s/g/1pp2vmjgf!19sChIJV3s2dkXBwjsRYMY1M1eojwE",Akola,,https://aneesclasses.com,"Vishrantwadi, Pune",Balapur
Shree Samartha Coaching Classes Akola,11th 12th Science,8929100751,8929100751,4.4,230,active_website,single_location,70,65,https://www.google.com/maps/place/Shree Samartha Coaching Classes Akola/data=!4m7!3m6!1s0x3bd72e1b99dcdb43:0x71b65be189bb066f!8m2!3d20.7087216!4d77.0173852!16s/g/1pzsx9v82!19sChIJQ9vcmRsu1zsRbwa7ieFbtnE,Akola,,https://samartheducation.org,"Ranpise Nagar, Akola",
Bright Career Institute,11th 12th Science,9146144555,9146144555,4.4,152,active_website,single_location,70,65,https://www.google.com/maps/place/BRIGHT CAREER INSTITUTE/data=!4m7!3m6!1s0x3bd72f8951e60dd1:0x2963a38bfcd766fe!8m2!3d20.7115222!4d77.0132758!16s/g/11h8f4tkhv!19sChIJ0Q3mUYkv1zsR_mbX_IujYyk,Akola,,https://brightcareerakola.in,"Ranpise Nagar, Akola",
Lalit Tutorials Akola,11th 12th Science,7969000900,7969000900,4.3,740,active_website,single_location,70,65,"https://www.google.com/maps/place/Lalit Tutorials, Akola/data=!4m7!3m6!1s0x3bd72e0389030dab:0x57988ed03587b7bf!8m2!3d20.7011282!4d77.0159434!16s/g/1hm2mmvmq!19sChIJqw0DiQMu1zsRv7eHNdCOmFc",Akola,,https://lalittutorials.com,"Dwarka Nagri, Akola",
Deshumukh Sir's Saraswati Coaching Classes Akola,11th 12th Science,9359390706,9359390706,4.3,146,active_website,single_location,70,65,https://www.google.com/maps/place/Deshumukh Sir's Saraswati Coaching Classes Akola/data=!4m7!3m6!1s0x3bd72e0381d44e4b:0x60aafe5834826d1f!8m2!3d20.702543!4d77.015949!16s/g/124yhzsl6!19sChIJS07UgQMu1zsRH22CNFj-qmA,Akola,,https://saraswaticoachingclassesakola.in,"Dwarka Nagri, Akola",
Rise,11th 12th Science,7373061111,7373061111,5.0,52,no_website,single_location,90,60,https://www.google.com/maps/place/RISE - Rathi Institute of Science Education/data=!4m7!3m6!1s0x3bd72f36cb3a17a7:0x48e791fc7f313eb7!8m2!3d20.6995446!4d77.0135605!16s/g/11v5x_c_rp!19sChIJpxc6yzYv1zsRtz4xf_yR50g,Akola,,,"Kirti Nagar, Akola",
Brds Akola,IIT JEE,9512357598,9512357598,5.0,152,active_website,single_location,70,55,https://www.google.com/maps/place/BRDS Akola - NID NIFT UCEED & NATA Coaching Classes/data=!4m7!3m6!1s0x3bd72ff6b89aa647:0xf46f1cb5f03d9e53!8m2!3d20.7122232!4d77.0160735!16s/g/11l776ykn6!19sChIJR6aauPYv1zsRU5498LUcb_Q,Akola,,https://rathoredesign.com,"Ranpise Nagar, Akola",
Gothi Academy,UPSC,7744045700,7744045700,5.0,23,active_website,single_location,70,55,https://www.google.com/maps/place/Gothi Academy/data=!4m7!3m6!1s0x3bd72fec218e757d:0x2f7d056cf1653659!8m2!3d20.7051122!4d77.0157862!16s/g/11qgfj7pdm!19sChIJfXWOIewv1zsRWTZl8WwFfS8,Akola,,http://gothiacademy.akamai.net.in,"Shastri Nagar, Akola",
Kalpataru Science Academy,"NEET, 11th 12th Science",7721983007,7721983007,5.0,21,active_website,single_location,70,55,https://www.google.com/maps/place/Kalpataru Science Academy/data=!4m7!3m6!1s0x3bd72e03be07d1d5:0xf4f4aafb83e6127a!8m2!3d20.7042826!4d77.017544!16s/g/11c45vcs36!19sChIJ1dEHvgMu1zsRehLmg_uq9PQ,Akola,,http://kalpataruscienceacademy.in,"Infront Of Post Office, Akola",
Msquare Tutorials Best CA Foundation In Akola,11th 12th Science,9370335455,9370335455,4.9,85,active_website,single_location,70,55,https://www.google.com/maps/place/MSquare Tutorials Best CA FOUNDATION in Akola/data=!4m7!3m6!1s0x3bd72d5c53a1ff37:0x1e2e66b61f224716!8m2!3d20.6871796!4d77.0228736!16s/g/11h4tnwxs0!19sChIJN_-hU1wt1zsRFkciH7ZmLh4,Akola,,http://msquaretutorials.com,"Sahakar Nagar, Akola",
Dnyanjyoti Education,"UPSC, MPSC",9975806127,9975806127,4.8,2640,active_website,single_location,70,55,https://www.google.com/maps/place/Dnyanjyoti Education : Best MPSC Class in Pune (Dnyanjyoti Education : Best UPSC Coaching Class in Pune)/data=!4m7!3m6!1s0x3bc2c1d98191b0fb:0xfbb7d62c2c06023b!8m2!3d18.5124857!4d73.8436526!16s/g/11g0g6jn4t!19sChIJ-7CRgdnBwjsROwIGLCzWt_s,Akola,,http://dnyanjyoti.com,"Sadashiv Peth, Pune",Akot
Trikona Digital,11th 12th Science,8485007201,8485007201,4.7,295,active_website,single_location,70,55,https://www.google.com/maps/place/Trikona Digital - Digital Marketing Training Institute & Agency/data=!4m7!3m6!1s0x3bd72d22dac69599:0xb7087c3e85d7898!8m2!3d20.6916055!4d77.0175783!16s/g/11h47z5y90!19sChIJmZXG2iIt1zsRmHhd6MOHcAs,Akola,,https://trikona.digital,"Next To Shubhmangal Banquet Hall, Akola",
Orbinova Academy,IIT JEE,8830723094,8830723094,4.7,23,active_website,single_location,70,55,https://www.google.com/maps/place/Orbinova Academy/data=!4m7!3m6!1s0x3bd731b02581ee2f:0xd857594f97a959be!8m2!3d20.7112488!4d77.0083092!16s/g/11vhfwn2js!19sChIJL-6BJbAx1zsRvlmpl09ZV9g,Akola,,https://orbinovaacademy.com,"New Radhakisan Plots, Akola",
Saint Paul's Academy & Jr College Akot,11th 12th Science,7258224250,7258224250,4.5,48,active_website,single_location,70,55,https://www.google.com/maps/place/Saint Paul's Academy & Jr College Akot/data=!4m7!3m6!1s0x3bd71bcea2647995:0x217b3c4142cb1636!8m2!3d21.0877591!4d77.0627038!16s/g/11cn8wfsx5!19sChIJlXlkos4b1zsRNhbLQkE8eyE,Akola,,http://saintpaulacademy.in,"Shrijicolony, Akot",Akot
Siddhant Coaching Classes,11th 12th Science,9822565154,9822565154,4.3,64,active_website,single_location,70,55,https://www.google.com/maps/place/Siddhant Coaching Classes/data=!4m7!3m6!1s0x3bd72e04a1dba48b:0x33705c1edca0ff34!8m2!3d20.704124!4d77.0163874!16s/g/12q4vq_zp!19sChIJi6TboQQu1zsRNP-g3B5ccDM,Akola,,https://siddhantcoachingclassesakola.com,"Dwarka Nagri, Akola",
Pace Akola Oke Sir's Tution,IIT JEE,9022971112,9022971112,4.2,217,active_website,single_location,70,55,https://www.google.com/maps/place/PACE AKOLA (Oke Sir's tution)/data=!4m7!3m6!1s0x3bd72e1864ef463b:0xdf261e78a396ace0!8m2!3d20.7171617!4d77.0194498!16s/g/1tm0rm6p!19sChIJO0bvZBgu1zsR4KyWo3geJt8,Akola,,https://iitianspace.com,"Jatharpeth, Akola",
Allen Career Institute,"IIT JEE, NEET",9513392969,9513392969,4.2,47,active_website,single_location,70,55,"https://www.google.com/maps/place/ALLEN Career Institute - Goenka Layout Campus II IIT JEE, NEET & Foundation Coaching/data=!4m7!3m6!1s0x3bd72f0aeee2d459:0xb01503a9d3c608e9!8m2!3d20.705509!4d77.0207895!16s/g/11vrp0pl7x!19sChIJWdTi7gov1zsR6QjG06kDFbA",Akola,,https://allen.ac.in,"Dwarka Nagri, Akola",
Bioscience Academy,11th 12th Science,8087209675,8087209675,,,no_website,single_location,70,50,https://www.google.com/maps/place/BIOSCIENCE ACADEMY/data=!4m7!3m6!1s0x3bd731fe8187a71d:0xbcadbc519cda227!8m2!3d20.7441391!4d77.0025531!16s/g/11y8clvgqj!19sChIJHaeHgf4x1zsRJ6LNGcXbygs,Akola,,,"Akot Road, Akola",Akot
Danish Academy Balapur,English Speaking,8421038329,8421038329,,,no_website,single_location,70,50,https://www.google.com/maps/place/DANISH ACADEMY BALAPUR/data=!4m7!3m6!1s0x3bd74b26f7f00a8d:0x714555f1b928afce!8m2!3d20.6614578!4d76.7699561!16s/g/11q9tf825r!19sChIJjQrw9yZL1zsRzq8oufFVRXE,Akola,,,"Mominpurah, Balapur",Balapur
Moves N Stretch Studio,11th 12th Science,8975331144,8975331144,4.9,71,active_website,single_location,70,45,https://www.google.com/maps/place/Moves N Stretch Studio/data=!4m7!3m6!1s0x3bd72f21e8c17aed:0x59a8a67a9aa98b69!8m2!3d20.7124804!4d77.0091181!16s/g/11fdy0s6j7!19sChIJ7XrB6CEv1zsRaYupmnqmqFk,Akola,,http://chatoracoach.com,"New Radhakisan Plots, Akola",
