business_name,niche,phone,whatsapp,rating,reviews,website_status,branch_signal,digital_score,priority_score,maps_link,district,city,website,short_address,taluka
Vsm And Kgp Sir's Neev Academy Akola,IIT JEE,7219542095,7219542095,4.6,174,no_website,single_location,95,85,https://www.google.com/maps/place/VSM and KGP Sir's Neev Academy Akola/data=!4m7!3m6!1s0x3bd73146e3a8aaeb:0xc719aeef190a8c74!8m2!3d20.701428!4d77.0096761!16s/g/11qrfwkpn6!19sChIJ66qo40Yx1zsRdIwKGe-uGcc,Akola,,,"Shastri Nagar, Akola",
Niraj Rathi's Career Forum Akola Nrcf,11th 12th Science,9422164530,9422164530,4.6,132,no_website,single_location,95,85,"https://www.google.com/maps/place/Niraj RATHI'S CAREER FORUM, AKOLA (NRCF)/data=!4m7!3m6!1s0x3bd731e30e0fbf93:0x45016fa912c142ac!8m2!3d20.7070151!4d77.0064332!16s/g/1pyqmrv49!19sChIJk78PDuMx1zsRrELBEqlvAUU",Akola,,,Akola,
Phadke Academy,11th 12th Science,9922332119,9922332119,4.6,125,no_website,single_location,95,85,https://www.google.com/maps/place/Phadke Academy/data=!4m7!3m6!1s0x3bd72e188974036d:0xb28ca7c786d147ff!8m2!3d20.7163284!4d77.0187986!16s/g/11cnb65n5v!19sChIJbQN0iRgu1zsR_0fRhsenjLI,Akola,,,"Jatharpeth, Akola",
Ajay Kute Academy,11th 12th Science,9823651265,9823651265,4.5,305,no_website,single_location,95,85,https://www.google.com/maps/place/Ajay Kute Academy/data=!4m7!3m6!1s0x3bd72f0e5737f7a5:0x79b9aa90d28ad2e9!8m2!3d20.7043398!4d77.011985!16s/g/11g0sqszyj!19sChIJpfc3Vw4v1zsR6dKK0pCquXk,Akola,,,"Shastri Nagar, Akola",
Sarda's Career Point,11th 12th Science,9049449933,9049449933,4.4,141,no_website,single_location,95,85,https://www.google.com/maps/place/Sarda's Career Point/data=!4m7!3m6!1s0x3bd731e287ffdecb:0xc6a7ad406d0e98da!8m2!3d20.7078637!4d77.0096763!16s/g/11dyzlz5lm!19sChIJy97_h-Ix1zsR2pgObUCtp8Y,Akola,,,,
Lalit Tutorial Campus 4,11th 12th Science,9049433433,9049433433,4.2,315,no_website,multiple_branches,95,85,https://www.google.com/maps/place/Lalit tutorial campus 4/data=!4m7!3m6!1s0x3bd72e047ec2124b:0xec1197167d1aceea!8m2!3d20.7023115!4d77.0163857!16s/g/124ypt8_3!19sChIJSxLCfgQu1zsR6s4afRaXEew,Akola,,,"Toshniwal Layout, Akola",
Elite Music Academy,Music Classes,7030302651,7030302651,4.9,151,active_website,single_location,70,80,https://www.google.com/maps/place/Elite Music Academy/data=!4m7!3m6!1s0x3bd72e1c08bebb7d:0x78aec15bef9aedf8!8m2!3d20.7105659!4d77.0158617!16s/g/11fzfbzd6m!19sChIJfbu-CBwu1zsR-O2a71vBrng,Akola,,https://akolaelitemusic.online,"Ranpise Nagar, Akola",
Guitar Studio Varad Tune Your Fingers,Music Classes,9096982332,9096982332,5.0,109,no_website,single_location,95,75,https://www.google.com/maps/place/Guitar studio varad tune your fingers/data=!4m7!3m6!1s0x3bd72f4a1bee1229:0x272c3a2505aa65e8!8m2!3d20.6965158!4d77.0119121!16s/g/11t3g9wtv_!19sChIJKRLuG0ov1zsR6GWqBSU6LCc,Akola,,,"Kirti Nagar, Akola",
Chetan Sir's Calculus Academy,11th 12th Science,9022282656,9022282656,5.0,70,no_website,single_location,95,75,https://www.google.com/maps/place/Chetan Sir's Calculus Academy/data=!4m7!3m6!1s0x3bd73150e1d40289:0x81935041d2773079!8m2!3d20.7171997!4d77.0091522!16s/g/11v_5gmwvx!19sChIJiQLU4VAx1zsReTB30kFQk4E,Akola,,,"Tapadia Nagar, Akola",
Swapnil Sir S Academy Shegaon,11th 12th Science,7821095369,7821095369,5.0,66,no_website,single_location,95,75,https://www.google.com/maps/place/SWAPNIL SIR’S ACADEMY SHEGAON/data=!4m7!3m6!1s0x3bd74500644984c5:0x108287c4db3912b4!8m2!3d20.7928754!4d76.6915105!16s/g/11vwdl_rm3!19sChIJxYRJZABF1zsRtBI528SHghA,Akola,,,Shegaon,Balapur
Ameen Classes,IIT JEE,7021610412,7021610412,5.0,28,no_website,single_location,95,75,https://www.google.com/maps/place/Ameen Classes/data=!4m7!3m6!1s0x3bd731a431b6db0f:0xf0c5d29617aa569b!8m2!3d20.7164101!4d76.9975511!16s/g/11rqx2j3sf!19sChIJD9u2MaQx1zsRm1aqF5bSxfA,Akola,,,"Bhawani Peth, Akola",
Shree Commerce Coaching Classes,11th 12th Science,9970544880,9970544880,4.9,69,no_website,single_location,95,75,https://www.google.com/maps/place/Shree Commerce Coaching Classes/data=!4m7!3m6!1s0x3bd745a1217ff5d5:0xefe00eb98c388540!8m2!3d20.7900963!4d76.6907231!16s/g/11gfnhh2h1!19sChIJ1fV_IaFF1zsRQIU4jLkO4O8,Akola,,,"Rokadiya Nagar, Shegaon",Balapur
Chemguru Science Academy Coaching Class,11th 12th Science,9970383914,9970383914,4.9,40,no_website,single_location,95,75,https://www.google.com/maps/place/Chemguru Science Academy (Coaching Class)/data=!4m7!3m6!1s0x3bd731161e5307f5:0xbcbaf2b46f40bee7!8m2!3d20.7075746!4d77.0171866!16s/g/11jn4vjh22!19sChIJ9QdTHhYx1zsR575Ab7Tyurw,Akola,,,"Ranpise Nagar, Akola",
Gyanam Coaching Classes,11th 12th Science,7769995263,7769995263,4.9,23,no_website,single_location,95,75,https://www.google.com/maps/place/GYANAM COACHING CLASSES/data=!4m7!3m6!1s0x3bd73166fb333bad:0xdb557be11232bcdd!8m2!3d20.6896484!4d76.9915265!16s/g/11h3nn4n09!19sChIJrTsz-2Yx1zsR3bwyEuF7Vds,Akola,,,"Dahigaon Gawande, Akola",
Origin Institute,IIT JEE,7776969462,7776969462,4.8,40,no_website,single_location,95,75,https://www.google.com/maps/place/Origin Institute/data=!4m7!3m6!1s0x3bd72ff1dc4aea19:0x8e314706edd34214!8m2!3d20.7057022!4d77.0154187!16s/g/11hdsfwb_5!19sChIJGepK3PEv1zsRFELT7QZHMY4,Akola,,,"Shastri Nagar, Akola",
Om Khotre Sir's Quanta Classes,IIT JEE,8446622585,8446622585,4.7,58,no_website,single_location,95,75,https://www.google.com/maps/place/Om Khotre Sir's QUANTA CLASSES/data=!4m7!3m6!1s0x3bd72e031293b4fb:0xaa1aaee0603121e7!8m2!3d20.7032559!4d77.0145865!16s/g/11hbpytx7b!19sChIJ-7STEgMu1zsR5yExYOCuGqo,Akola,,,"Shastri Nagar, Akola",
Ali Sir's Bond Career Institute,NEET,9827422145,9827422145,4.6,43,no_website,single_location,95,75,https://www.google.com/maps/place/Ali Sir's BOND CAREER INSTITUTE/data=!4m7!3m6!1s0x3bd72ff45b5c0a3d:0xe5e6e71387434983!8m2!3d20.7094248!4d77.0171285!16s/g/11gr31s0cb!19sChIJPQpcW_Qv1zsRg0lDhxPn5uU,Akola,,,"Ranpise Nagar, Akola",
Maharashtra Academy,UPSC,9371555525,9371555525,4.2,21,no_website,single_location,95,75,https://www.google.com/maps/place/Maharashtra Academy/data=!4m7!3m6!1s0x3bd7317a37dc0243:0x4a2a87c5ca2277d1!8m2!3d20.7144773!4d77.0090008!16s/g/11s2jdqrn0!19sChIJQwLcN3ox1zsR0XciysWHKko,Akola,,,"Shakambari Square So2, Durga Chowk",
