business_name,mobile_number,coaching_type,rating,reviews,website,short_address,district,taluka,city,maps_link
A Unique Academy,,"Tuition, Mathematics",4.9,19,,"Mehsool Colony, Akola",Akola,,,https://www.google.com/maps/place/A UNIQUE ACADEMY/data=!4m7!3m6!1s0x3bd731e254a5ba09:0x5770542eb1b66a93!8m2!3d20.7080998!4d77.0075589!16s/g/11d_bzdr5d!19sChIJCbqlVOIx1zsRk2q2sS5UcFc
Abhay Mankar Sir's Aim Coaching Classes,8087960606,Tuition,4.9,264,,"Shastri Nagar, Akola",Akola,,,https://www.google.com/maps/place/Abhay Mankar Sir's Aim Coaching Classes/data=!4m7!3m6!1s0x3bd72f12d19ff871:0xe6cb455fd6c51056!8m2!3d20.7052077!4d77.0150659!16s/g/11r9tyhl8j!19sChIJcfif0RIv1zsRVhDF1l9Fy-Y
Achieve The Institute Of Value Education,,Tuition,4.9,72,,"Chhoti Umari, Akola",Akola,,,https://www.google.com/maps/place/Achieve-The Institute Of Value Education अचिव ईस्टीट्युट/data=!4m7!3m6!1s0x3bd72e1e218c5501:0xd3fba99f738589b1!8m2!3d20.7131624!4d77.0211637!16s/g/11c6vrbd3w!19sChIJAVWMIR4u1zsRsYmFc5-p-9M
Aditya Math Class,,"Tuition, Mathematics",4.9,9,,"Balapur, Shegaon",Akola,Balapur,,https://www.google.com/maps/place/ADITYA MATH CLASS/data=!4m7!3m6!1s0x3bd745a6c0542ca5:0xeacd722de72c0503!8m2!3d20.793002!4d76.691652!16s/g/11cn0m382y!19sChIJpSxUwKZF1zsRAwUs5y1yzeo
Aim Coaching Classes Barshitakli,7774806333,"IIT JEE, Tuition",4.9,7,,Barsi Takli,Akola,Barshitakli,,https://www.google.com/maps/place/AIM Coaching Classes Barshitakli/data=!4m7!3m6!1s0x3bd0d38777907235:0x12916e6557794a6e!8m2!3d20.5776364!4d77.065055!16s/g/11q93tdyh7!19sChIJNXKQd4fT0DsRbkp5V2VukRI
Chartered Academy,,CA,4.9,14,,"Kapila Nagar, Akola",Akola,,,https://www.google.com/maps/place/Chartered Academy/data=!4m7!3m6!1s0x3bd72d6ad9702201:0x947f77a0519a9d65!8m2!3d20.6863695!4d77.0230602!16s/g/11nhdzwsbr!19sChIJASJw2Wot1zsRZZ2aUaB3f5Q
Chemguru Science Academy Coaching Class,9970383914,"Tuition, Science",4.9,40,,"Ranpise Nagar, Akola",Akola,,,https://www.google.com/maps/place/Chemguru Science Academy (Coaching Class)/data=!4m7!3m6!1s0x3bd731161e5307f5:0xbcbaf2b46f40bee7!8m2!3d20.7075746!4d77.0171866!16s/g/11jn4vjh22!19sChIJ9QdTHhYx1zsR575Ab7Tyurw
Gyanam Coaching Classes,7769995263,Tuition,4.9,23,,"Dahigaon Gawande, Akola",Akola,,,https://www.google.com/maps/place/GYANAM COACHING CLASSES/data=!4m7!3m6!1s0x3bd73166fb333bad:0xdb557be11232bcdd!8m2!3d20.6896484!4d76.9915265!16s/g/11h3nn4n09!19sChIJrTsz-2Yx1zsR3bwyEuF7Vds
Knowledge Nexus Academy,,NEET,4.9,72,,"Mominpura, Akola",Akola,,,https://www.google.com/maps/place/KNOWLEDGE NEXUS ACADEMY/data=!4m7!3m6!1s0x3bd731007e4aa645:0x586b83023f1fcf94!8m2!3d20.7154601!4d77.0009278!16s/g/11vywvkm6b!19sChIJRaZKfgAx1zsRlM8fPwKDa1g
Nina More Knowledge Academy,,CMA,4.9,222,,"Manorama Bhavan, Alsi Plot 393",Akola,,,https://www.google.com/maps/place/Nina More Knowledge Academy/data=!4m7!3m6!1s0x3bd731aec955fb77:0x1d7bf7c099737bd5!8m2!3d20.6998856!4d77.0049401!16s/g/11hz6tm3yy!19sChIJd_tVya4x1zsR1XtzmcD3ex0
Patil Career Academy Army Navy Air Force Classes,9822540356,"Army, Tuition",4.9,414,,"College Rd, Kolhapur",Akola,Balapur,,"https://www.google.com/maps/place/Patil Career Academy (Army, Navy, Air force Classes)/data=!4m7!3m6!1s0x3bc1000909b69745:0xc5bbc87e17ee9a89!8m2!3d16.6907989!4d74.220975!16s/g/11c0p_qg7d!19sChIJRZe2CQkAwTsRiZruF37Iu8U"
Psv S Nurtury The Toybrary,9136830952,Kids Learning,4.9,40,,"Aadarsh Colony, Akola",Akola,,,https://www.google.com/maps/place/PSV’s Nurtury the Toybrary/data=!4m7!3m6!1s0x3bd7312f711479df:0x29cfe723b2cc3dd7!8m2!3d20.6940391!4d77.0126979!16s/g/11qnkl59fv!19sChIJ33kUcS8x1zsR1z3MsiPnzyk
Shree Commerce Coaching Classes,9970544880,"Commerce Classes, Tuition",4.9,69,,"Rokadiya Nagar, Shegaon",Akola,Balapur,,https://www.google.com/maps/place/Shree Commerce Coaching Classes/data=!4m7!3m6!1s0x3bd745a1217ff5d5:0xefe00eb98c388540!8m2!3d20.7900963!4d76.6907231!16s/g/11gfnhh2h1!19sChIJ1fV_IaFF1zsRQIU4jLkO4O8
Simkids School,7709977758,Kids Learning,4.9,36,,"Sahakar Nagar, Akola",Akola,,,https://www.google.com/maps/place/Simkids school/data=!4m7!3m6!1s0x3bd72f62562e684b:0xe556ab89188ebdc9!8m2!3d20.6870589!4d77.0249636!16s/g/11ghlrgz_b!19sChIJS2guVmIv1zsRyb2OGImrVuU
The Winner Academy,9834036854,"Police Bharti, Tuition",4.9,114,,"Gadge Nagar, Amravati",Akola,Balapur,,https://www.google.com/maps/place/The Winner Academy/data=!4m7!3m6!1s0x3bd6a3172ec64387:0x2f87558561506c14!8m2!3d20.9472479!4d77.7662206!16s/g/11py74q9x3!19sChIJh0PGLhej1jsRFGxQYYVVhy8
Triratna English Classes,7972911480,"Spoken English, Tuition, English Academy",4.9,11,,"Chhoti Umari, Akola",Akola,,,https://www.google.com/maps/place/Triratna English Classes/data=!4m7!3m6!1s0x3bd72e194b1ed48b:0x99c46a9d2bad3944!8m2!3d20.7125689!4d77.0162439!16s/g/11bztgzy3y!19sChIJi9QeSxku1zsRRDmtK51qxJk
Universal Ms Cit Computer Institute And Maths & Physics Classes Akot,9762652365,"Computer Classes, Tuition, Science, Mathematics",4.9,10,,"Gajanan Nagar, Akot",Akola,Akot,,https://www.google.com/maps/place/UNIVERSAL MS-CIT COMPUTER INSTITUTE and Maths & Physics Classes Akot/data=!4m7!3m6!1s0x3bd71b58b6da3c27:0x589b4f0f18b8ad1d!8m2!3d21.1025775!4d77.059262!16s/g/11p02fxzts!19sChIJJzzatlgb1zsRHa24GA9Pm1g
Vedant Computer Institute,9823355126,"Computer Classes, Tuition",4.9,125,,"Ranpise Nagar, Akola",Akola,,,https://www.google.com/maps/place/Vedant Computer Institute/data=!4m7!3m6!1s0x3bd72f0667cdce8b:0x83e9edb20ba21ea4!8m2!3d20.7078817!4d77.0172681!16s/g/11pkbdp33r!19sChIJi87NZwYv1zsRpB6iC7Lt6YM
Aspire The Institute Of Human Development,8275726017,"Spoken English, Tuition, English Academy",4.8,254,,"Sahakar Nagar, Akola",Akola,,,"https://www.google.com/maps/place/ASPIRE, The Institute Of Human Development/data=!4m7!3m6!1s0x3bd72dfcfd24613b:0x2b77fa67500f6b87!8m2!3d20.6909117!4d77.0196921!16s/g/11b6pcgbjh!19sChIJO2Ek_fwt1zsRh2sPUGf6dys"
Autocrat Coaching Classes,9922960305,Tuition,4.8,210,,"Soni Colony, Akola",Akola,,,https://www.google.com/maps/place/Autocrat Coaching Classes/data=!4m7!3m6!1s0x3bd7312b79e138cb:0x8869a3c75fc0a07e!8m2!3d20.712766!4d77.0087428!16s/g/11ll0q_1g_!19sChIJyzjheSsx1zsRfqDAX8ejaYg
Bouncy Bounce Preschool And Activity Centre,7276500723,Kids Learning,4.8,13,,"Shastri Nagar, Akola",Akola,,,https://www.google.com/maps/place/Bouncy Bounce PreSchool and Activity Centre/data=!4m7!3m6!1s0x3bd72f5703e389c9:0xeebe43d73e9bf226!8m2!3d20.7049579!4d77.0145129!16s/g/11w9sgydvd!19sChIJyYnjA1cv1zsRJvKbPtdDvu4
Gravity Classes Akola,9028290098,"IIT JEE, Tuition",4.8,242,,"Chhoti Umari, Akola",Akola,,,https://www.google.com/maps/place/Gravity Classes Akola/data=!4m7!3m6!1s0x3bd4c1278d85b555:0x5d5577df85210af4!8m2!3d20.714975!4d77.01624!16s/g/11f5bnqrmz!19sChIJVbWFjSfB1DsR9Aohhd93VV0
Kedia Commerce Classes Kc2,9881331553,"Commerce Classes, Tuition",4.8,272,,"Rlt College Road, Akola",Akola,,,https://www.google.com/maps/place/Kedia Commerce Classes KC2/data=!4m7!3m6!1s0x3bd7314ad195f2db:0x87cf2e788fcc3496!8m2!3d20.7054635!4d77.0063229!16s/g/11ghztgp6b!19sChIJ2_KV0Uox1zsRljTMj3guz4c
Mauli Education Akot,,CET,4.8,22,,"Road, Akot",Akola,Akot,,https://www.google.com/maps/place/Mauli Education Akot/data=!4m7!3m6!1s0x3bd71b7ff76ddc07:0x71a91a85fdcc3385!8m2!3d21.1007606!4d77.0565919!16s/g/11mtjl499n!19sChIJB9xt938b1zsRhTPM_YUaqXE
Origin Institute,7776969462,IIT JEE,4.8,40,,"Shastri Nagar, Akola",Akola,,,https://www.google.com/maps/place/Origin Institute/data=!4m7!3m6!1s0x3bd72ff1dc4aea19:0x8e314706edd34214!8m2!3d20.7057022!4d77.0154187!16s/g/11hdsfwb_5!19sChIJGepK3PEv1zsRFELT7QZHMY4
Savi Computer Institute,,"Computer Classes, Tuition",4.8,34,,"Chowk, Akola",Akola,,,https://www.google.com/maps/place/SAVI COMPUTER INSTITUTE/data=!4m7!3m6!1s0x3bd731eb3eea5305:0xd02c975b8fadda5e!8m2!3d20.7058742!4d77.0115355!16s/g/11w_knzf1g!19sChIJBVPqPusx1zsRXtqtj1uXLNA
Ucmas Abacus Akola,9769314502,"Tuition, Abacus",4.8,10,,"Sahakar Nagar, Akola",Akola,,,"https://www.google.com/maps/place/UCMAS ABACUS, Akola/data=!4m7!3m6!1s0x3bd72f2051cba6bf:0x582d369da93c3ab9!8m2!3d20.6892221!4d77.020873!16s/g/11f7qwkf0g!19sChIJv6bLUSAv1zsRuTo8qZ02LVg"
Utkarsh Academy,7517883862,Tuition,4.8,13,,"Keshav Nagar, Akola",Akola,,,https://www.google.com/maps/place/Utkarsh Academy/data=!4m7!3m6!1s0x3bd72def004021ed:0x7a6c7f174d83f358!8m2!3d20.6799643!4d77.0248732!16s/g/11fy4kd8g3!19sChIJ7SFAAO8t1zsRWPODTRd_bHo
Chavan Sir's Om Coaching Classes,,"Aptitude, Tuition",4.7,16,,"Malkapur, Akola",Akola,Balapur,,https://www.google.com/maps/place/Chavan Sir's Om Coaching Classes/data=!4m7!3m6!1s0x3bd72de9ca83a627:0xdbc6fe46fd70ba7c!8m2!3d20.6802507!4d77.0320038!16s/g/11fy9xt1rv!19sChIJJ6aDyukt1zsRfLpw_Ub-xts
Om Khotre Sir's Quanta Classes,8446622585,"IIT JEE, Tuition",4.7,58,,"Shastri Nagar, Akola",Akola,,,https://www.google.com/maps/place/Om Khotre Sir's QUANTA CLASSES/data=!4m7!3m6!1s0x3bd72e031293b4fb:0xaa1aaee0603121e7!8m2!3d20.7032559!4d77.0145865!16s/g/11hbpytx7b!19sChIJ-7STEgMu1zsR5yExYOCuGqo
